   n,     epsi,   alph  ,    p    , r,stp, bigg    ,  sec
4900, 0.200000, 500.000000, 0.500000, 0, 0, 173.000000, 110.000000
4900, 0.200000, 500.000000, 0.500000, 1, 0, 204.000000, 184.000000
4900, 0.200000, 500.000000, 0.500000, 2, 0, 140.000000, 108.000000
4900, 0.200000, 500.000000, 0.500000, 3, 0, 187.000000, 150.000000
4900, 0.200000, 500.000000, 0.500000, 4, 0, 134.000000, 109.000000
4900, 0.200000, 500.000000, 0.500000, 5, 0, 191.000000, 175.000000
4900, 0.200000, 500.000000, 0.500000, 6, 0, 145.000000, 88.000000
4900, 0.200000, 500.000000, 0.500000, 7, 1, 113.000000, 91.000000
4900, 0.200000, 500.000000, 0.500000, 8, 0, 135.000000, 107.000000
4900, 0.200000, 500.000000, 0.500000, 9, 0, 234.000000, 124.000000
4900, 0.200000, 500.000000, 0.500000, 10, 0, 159.000000, 142.000000
4900, 0.200000, 500.000000, 0.500000, 11, 0, 150.000000, 115.000000
4900, 0.200000, 500.000000, 0.500000, 12, 1, 89.000000, 87.000000
4900, 0.200000, 500.000000, 0.500000, 13, 0, 182.000000, 178.000000
4900, 0.200000, 500.000000, 0.500000, 14, 0, 177.000000, 131.000000
4900, 0.200000, 500.000000, 0.500000, 15, 0, 159.000000, 94.000000
4900, 0.200000, 500.000000, 0.500000, 16, 0, 123.000000, 96.000000
4900, 0.200000, 500.000000, 0.500000, 17, 1, 128.000000, 92.000000
4900, 0.200000, 500.000000, 0.500000, 18, 0, 145.000000, 137.000000
4900, 0.200000, 500.000000, 0.500000, 19, 0, 187.000000, 102.000000
4900, 0.200000, 500.000000, 0.500000, 20, 1, 126.000000, 123.000000
4900, 0.200000, 500.000000, 0.500000, 21, 0, 262.000000, 122.000000
4900, 0.200000, 500.000000, 0.500000, 22, 0, 220.000000, 88.000000
4900, 0.200000, 500.000000, 0.500000, 23, 0, 143.000000, 132.000000
4900, 0.200000, 500.000000, 0.500000, 24, 0, 177.000000, 86.000000
4900, 0.200000, 500.000000, 0.500000, 25, 1, 153.000000, 132.000000
4900, 0.200000, 500.000000, 0.500000, 26, 0, 171.000000, 151.000000
4900, 0.200000, 500.000000, 0.500000, 27, 0, 215.000000, 118.000000
4900, 0.200000, 500.000000, 0.500000, 28, 0, 128.000000, 122.000000
4900, 0.200000, 500.000000, 0.500000, 29, 0, 219.000000, 218.000000
4900, 0.200000, 500.000000, 0.500000, 30, 0, 98.000000, 96.000000
4900, 0.200000, 500.000000, 0.500000, 31, 0, 118.000000, 107.000000
4900, 0.200000, 500.000000, 0.500000, 32, 0, 185.000000, 120.000000
4900, 0.200000, 500.000000, 0.500000, 33, 0, 204.000000, 164.000000
4900, 0.200000, 500.000000, 0.500000, 34, 0, 186.000000, 103.000000
4900, 0.200000, 500.000000, 0.500000, 35, 0, 213.000000, 176.000000
4900, 0.200000, 500.000000, 0.500000, 36, 0, 163.000000, 142.000000
4900, 0.200000, 500.000000, 0.500000, 37, 0, 137.000000, 122.000000
4900, 0.200000, 500.000000, 0.500000, 38, 0, 145.000000, 110.000000
4900, 0.200000, 500.000000, 0.500000, 39, 0, 195.000000, 141.000000
4900, 0.200000, 500.000000, 0.500000, 40, 0, 93.000000, 75.000000
4900, 0.200000, 500.000000, 0.500000, 41, 0, 134.000000, 106.000000
4900, 0.200000, 500.000000, 0.500000, 42, 0, 130.000000, 113.000000
4900, 0.200000, 500.000000, 0.500000, 43, 0, 155.000000, 151.000000
4900, 0.200000, 500.000000, 0.500000, 44, 0, 148.000000, 122.000000
4900, 0.200000, 500.000000, 0.500000, 45, 0, 88.000000, 82.000000
4900, 0.200000, 500.000000, 0.500000, 46, 0, 186.000000, 126.000000
4900, 0.200000, 500.000000, 0.500000, 47, 0, 325.000000, 197.000000
4900, 0.200000, 500.000000, 0.500000, 48, 0, 209.000000, 128.000000
4900, 0.200000, 500.000000, 0.500000, 49, 0, 144.000000, 111.000000
4900, 0.200000, 500.000000, 0.500000, 50, 0, 200.000000, 113.000000
4900, 0.200000, 500.000000, 0.500000, 51, 0, 205.000000, 117.000000
4900, 0.200000, 500.000000, 0.500000, 52, 0, 110.000000, 106.000000
4900, 0.200000, 500.000000, 0.500000, 53, 0, 257.000000, 182.000000
4900, 0.200000, 500.000000, 0.500000, 54, 0, 181.000000, 134.000000
4900, 0.200000, 500.000000, 0.500000, 55, 0, 152.000000, 135.000000
4900, 0.200000, 500.000000, 0.500000, 56, 0, 131.000000, 109.000000
4900, 0.200000, 500.000000, 0.500000, 57, 0, 173.000000, 124.000000
4900, 0.200000, 500.000000, 0.500000, 58, 1, 177.000000, 111.000000
4900, 0.200000, 500.000000, 0.500000, 59, 0, 242.000000, 146.000000
4900, 0.200000, 500.000000, 0.500000, 60, 0, 204.000000, 173.000000
4900, 0.200000, 500.000000, 0.500000, 61, 0, 220.000000, 95.000000
4900, 0.200000, 500.000000, 0.500000, 62, 0, 180.000000, 120.000000
4900, 0.200000, 500.000000, 0.500000, 63, 0, 118.000000, 112.000000
4900, 0.200000, 500.000000, 0.500000, 64, 0, 137.000000, 90.000000
4900, 0.200000, 500.000000, 0.500000, 65, 0, 182.000000, 86.000000
