   0
0,2475.000000, 0.000000
1,2352.000000, 2.000000
2,2175.000000, 4.000000
3,1842.000000, 32.000000
4,1190.000000, 56.000000
5,1092.000000, 56.000000
6,764.000000, 56.000000
7,554.000000, 156.000000
   1
0,2475.000000, 0.000000
1,2372.000000, 2.000000
2,2239.000000, 2.000000
3,2092.000000, 2.000000
4,1447.000000, 295.000000
5,1258.000000, 290.000000
6,1190.000000, 140.000000
7,1014.000000, 140.000000
8,989.000000, 140.000000
9,987.000000, 140.000000
10,985.000000, 140.000000
11,984.000000, 140.000000
12,983.000000, 140.000000
   2
0,2475.000000, 0.000000
1,2372.000000, 0.000000
2,2206.000000, 1.000000
3,1868.000000, 59.000000
4,881.000000, 244.000000
5,655.000000, 242.000000
6,620.000000, 242.000000
7,613.000000, 242.000000
8,597.000000, 242.000000
9,592.000000, 242.000000
   3
0,2475.000000, 0.000000
1,2223.000000, 1.000000
2,1771.000000, 80.000000
3,443.000000, 344.000000
4,427.000000, 341.000000
5,340.000000, 243.000000
6,338.000000, 243.000000
7,243.000000, 239.000000
   4
0,2475.000000, 0.000000
1,2249.000000, 2.000000
2,1982.000000, 4.000000
3,1634.000000, 31.000000
4,871.000000, 479.000000
5,758.000000, 408.000000
6,751.000000, 408.000000
7,737.000000, 408.000000
8,451.000000, 408.000000
