   n,     epsi,   alph  ,    p    , r,stp, bigg    ,  sec
2500, 0.200000, 10.000000, 0.500000, 0, 1, 120.000000, 104.000000
2500, 0.200000, 10.000000, 0.500000, 1, 1, 161.000000, 123.000000
2500, 0.200000, 10.000000, 0.500000, 2, 0, 129.000000, 119.000000
2500, 0.200000, 10.000000, 0.500000, 3, 0, 160.000000, 131.000000
2500, 0.200000, 10.000000, 0.500000, 4, 1, 150.000000, 76.000000
2500, 0.200000, 10.000000, 0.500000, 5, 0, 82.000000, 79.000000
2500, 0.200000, 10.000000, 0.500000, 6, 0, 167.000000, 83.000000
2500, 0.200000, 10.000000, 0.500000, 7, 0, 85.000000, 81.000000
2500, 0.200000, 10.000000, 0.500000, 8, 0, 139.000000, 66.000000
2500, 0.200000, 10.000000, 0.500000, 9, 1, 95.000000, 76.000000
2500, 0.200000, 10.000000, 0.500000, 10, 0, 94.000000, 78.000000
2500, 0.200000, 10.000000, 0.500000, 11, 0, 118.000000, 91.000000
2500, 0.200000, 10.000000, 0.500000, 12, 0, 105.000000, 88.000000
2500, 0.200000, 10.000000, 0.500000, 13, 0, 83.000000, 71.000000
2500, 0.200000, 10.000000, 0.500000, 14, 0, 181.000000, 120.000000
2500, 0.200000, 10.000000, 0.500000, 15, 0, 121.000000, 84.000000
2500, 0.200000, 10.000000, 0.500000, 16, 1, 131.000000, 52.000000
2500, 0.200000, 10.000000, 0.500000, 17, 0, 120.000000, 103.000000
2500, 0.200000, 10.000000, 0.500000, 18, 0, 150.000000, 66.000000
2500, 0.200000, 10.000000, 0.500000, 19, 1, 109.000000, 61.000000
2500, 0.200000, 10.000000, 0.500000, 20, 0, 171.000000, 68.000000
2500, 0.200000, 10.000000, 0.500000, 21, 1, 197.000000, 93.000000
2500, 0.200000, 10.000000, 0.500000, 22, 0, 130.000000, 113.000000
2500, 0.200000, 10.000000, 0.500000, 23, 1, 194.000000, 95.000000
2500, 0.200000, 10.000000, 0.500000, 24, 0, 109.000000, 85.000000
2500, 0.200000, 10.000000, 0.500000, 25, 0, 106.000000, 97.000000
2500, 0.200000, 10.000000, 0.500000, 26, 0, 180.000000, 69.000000
2500, 0.200000, 10.000000, 0.500000, 27, 0, 161.000000, 103.000000
2500, 0.200000, 10.000000, 0.500000, 28, 0, 136.000000, 116.000000
2500, 0.200000, 10.000000, 0.500000, 29, 1, 157.000000, 106.000000
2500, 0.200000, 10.000000, 0.500000, 30, 1, 85.000000, 80.000000
2500, 0.200000, 10.000000, 0.500000, 31, 0, 98.000000, 91.000000
2500, 0.200000, 10.000000, 0.500000, 32, 1, 115.000000, 103.000000
2500, 0.200000, 10.000000, 0.500000, 33, 0, 132.000000, 58.000000
2500, 0.200000, 10.000000, 0.500000, 34, 0, 124.000000, 106.000000
2500, 0.200000, 10.000000, 0.500000, 35, 1, 171.000000, 87.000000
2500, 0.200000, 10.000000, 0.500000, 36, 0, 145.000000, 104.000000
2500, 0.200000, 10.000000, 0.500000, 37, 0, 110.000000, 102.000000
2500, 0.200000, 10.000000, 0.500000, 38, 0, 74.000000, 73.000000
2500, 0.200000, 10.000000, 0.500000, 39, 0, 116.000000, 76.000000
2500, 0.200000, 10.000000, 0.500000, 40, 0, 118.000000, 90.000000
2500, 0.200000, 10.000000, 0.500000, 41, 0, 158.000000, 117.000000
2500, 0.200000, 10.000000, 0.500000, 42, 0, 90.000000, 89.000000
2500, 0.200000, 10.000000, 0.500000, 43, 0, 114.000000, 97.000000
2500, 0.200000, 10.000000, 0.500000, 44, 0, 102.000000, 68.000000
2500, 0.200000, 10.000000, 0.500000, 45, 0, 86.000000, 76.000000
2500, 0.200000, 10.000000, 0.500000, 46, 0, 209.000000, 112.000000
2500, 0.200000, 10.000000, 0.500000, 47, 0, 96.000000, 93.000000
2500, 0.200000, 10.000000, 0.500000, 48, 0, 149.000000, 94.000000
2500, 0.200000, 10.000000, 0.500000, 49, 1, 130.000000, 117.000000
2500, 0.200000, 10.000000, 0.500000, 50, 1, 82.000000, 63.000000
2500, 0.200000, 10.000000, 0.500000, 51, 0, 255.000000, 78.000000
2500, 0.200000, 10.000000, 0.500000, 52, 0, 122.000000, 74.000000
2500, 0.200000, 10.000000, 0.500000, 53, 0, 76.000000, 65.000000
2500, 0.200000, 10.000000, 0.500000, 54, 0, 69.000000, 51.000000
2500, 0.200000, 10.000000, 0.500000, 55, 1, 165.000000, 118.000000
2500, 0.200000, 10.000000, 0.500000, 56, 0, 125.000000, 99.000000
2500, 0.200000, 10.000000, 0.500000, 57, 1, 142.000000, 121.000000
2500, 0.200000, 10.000000, 0.500000, 58, 0, 176.000000, 84.000000
2500, 0.200000, 10.000000, 0.500000, 59, 1, 109.000000, 106.000000
2500, 0.200000, 10.000000, 0.500000, 60, 0, 138.000000, 92.000000
2500, 0.200000, 10.000000, 0.500000, 61, 1, 83.000000, 83.000000
2500, 0.200000, 10.000000, 0.500000, 62, 0, 139.000000, 101.000000
2500, 0.200000, 10.000000, 0.500000, 63, 0, 103.000000, 85.000000
2500, 0.200000, 10.000000, 0.500000, 64, 0, 73.000000, 64.000000
2500, 0.200000, 10.000000, 0.500000, 65, 0, 166.000000, 56.000000
2500, 0.200000, 10.000000, 0.500000, 66, 0, 128.000000, 118.000000
2500, 0.200000, 10.000000, 0.500000, 67, 0, 135.000000, 68.000000
2500, 0.200000, 10.000000, 0.500000, 68, 1, 108.000000, 108.000000
