   0
0,2475.000000, 0.000000
1,1719.000000, 5.000000
2,141.000000, 111.000000
   1
0,2475.000000, 0.000000
1,1876.000000, 9.000000
2,328.000000, 224.000000
3,324.000000, 224.000000
4,318.000000, 224.000000
5,224.000000, 160.000000
   2
0,2475.000000, 0.000000
1,1557.000000, 47.000000
2,343.000000, 87.000000
3,341.000000, 87.000000
4,325.000000, 87.000000
   3
0,2475.000000, 0.000000
1,1710.000000, 17.000000
2,346.000000, 163.000000
3,346.000000, 161.000000
4,346.000000, 108.000000
   4
0,2475.000000, 0.000000
1,1762.000000, 23.000000
2,284.000000, 275.000000
3,284.000000, 274.000000
4,284.000000, 273.000000
