0, 0,Cr,1.040816,-1.000000,0.069519,0.318681,-0.715909,-0.709302,0.302083,-0.403579,0.040763,-0.059561,0.213172,0.010101,-0.234694,-0.042408,0.117318,-0.016163,-0.014778,-0.151515,0.001669,-0.343545,-0.512195,0.426388,-0.339934,0.343785,-0.018164,0.100715,-0.209040,0.106331,0.233046,0.079137,-0.180328,-0.141104,-0.311769,-0.194631,0.998668,0.591090,0.018923,-0.142367,-0.391172,0.567944,-0.596367,-0.396985,-0.085714,-0.764429,-0.208443,0.238390,-0.074074,0.132075,-1.000000,-0.017199,0.801802,-0.224806,0.990050,-1.000000,-1.000000,-1.000000,1.105263,1.439024,-1.000000,-1.000000,7.888889,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-nan,-nan,
0, 0,Mr,3.881212,11.485253,26.308687,44.396768,72.446061,99.811717,129.840808,168.653737,212.610909,261.183030,305.605657,351.729293,412.813737,469.354343,531.629899,587.240404,650.587475,714.129293,782.281212,851.968485,913.292121,986.068687,1052.308687,1117.968485,1193.077172,1261.826263,1330.696566,1395.221818,1461.245253,1529.679192,1591.040000,1657.946667,1719.120000,1781.209697,1842.825859,1893.944242,1951.228283,2000.429899,2055.065859,2102.559192,2144.181010,2187.117576,2226.035556,2264.446869,2298.109091,2325.553131,2352.821818,2375.439192,2396.176970,2412.614141,2425.312323,2435.328485,2442.839596,2450.167273,2455.610505,2460.250505,2463.613737,2466.436364,2468.694141,2470.214949,2471.642828,2472.398384,2473.065859,2473.486869,2473.673535,2473.890101,2473.944242,2473.991919,2473.998384,2474.000000,
0, 1,Cr,0.819772,0.392290,0.238045,0.175747,0.121438,0.055705,0.059197,0.043003,0.027761,-0.002424,0.007333,0.029394,-0.025354,-0.013600,0.020325,0.011153,-0.001585,-0.002161,0.001558,-0.008972,0.002246,0.025211,0.037440,0.027409,0.067338,0.047861,0.025142,0.020337,0.007673,-0.013275,-0.017738,-0.018391,-0.022901,-0.033151,-0.027215,0.000480,-0.018562,-0.096103,-0.059777,-0.047883,-0.149345,-0.078258,-0.079608,-0.110424,-0.073197,-0.106506,-0.128506,-0.143949,-0.097770,-0.092444,0.019892,0.081102,0.118285,0.042840,0.077711,-0.088984,0.057135,0.118676,0.264770,0.454427,0.822044,0.802139,0.881004,0.626830,0.553739,0.252385,-0.182116,-0.575912,-1.000000,-nan,
0, 1,Mr,3.211314,9.179146,20.551858,34.287299,55.366611,75.708264,98.075984,126.897393,159.461453,195.367166,228.188020,262.409318,307.453134,349.368275,395.809762,437.180255,484.150305,531.280643,581.884082,633.516362,679.103716,733.328896,782.652801,831.481974,887.748752,939.184138,990.635607,1038.876317,1088.265668,1139.199667,1184.797560,1234.605103,1280.016084,1326.102607,1371.982252,1410.084859,1452.546866,1488.554077,1528.892402,1564.054354,1594.647255,1626.327787,1655.179700,1683.602884,1708.775929,1729.679978,1750.419856,1767.729895,1783.679423,1796.426511,1806.342207,1814.252357,1820.187465,1825.864115,1830.083195,1833.596229,1836.138103,1838.260122,1839.941764,1841.107598,1842.192457,1842.783139,1843.295064,1843.623405,1843.764836,1843.922906,1843.961176,1843.994454,1843.998891,1844.000000,
0, 2,Cr,0.289326,0.113140,0.049278,0.043717,0.045427,0.031486,0.026881,0.024878,0.023476,0.012730,0.017809,0.017992,0.004433,0.003993,0.022174,0.021849,0.017951,0.013179,0.019688,0.014217,0.016643,0.019555,0.017495,0.016189,0.021891,0.011695,0.014398,0.004533,-0.006120,-0.004769,-0.007681,-0.002200,-0.006240,-0.002825,-0.012412,-0.006773,-0.023546,-0.031382,-0.029226,-0.016894,-0.022797,-0.034225,-0.019038,-0.028489,-0.030195,-0.053060,-0.053223,-0.070346,-0.084573,-0.096214,-0.075510,-0.100866,-0.090048,-0.099280,-0.107292,-0.180983,-0.216736,-0.245324,-0.235201,-0.203947,-0.149615,-0.196030,-0.180590,-0.342778,-0.380301,-0.492386,-0.674606,-0.848924,-1.000000,-nan,
0, 2,Mr,2.814016,7.799191,17.037736,28.195418,45.254717,61.529650,79.347709,102.293801,128.208895,156.556604,182.450135,209.431267,245.063342,278.221024,315.266846,348.207547,385.584906,422.865229,462.669811,503.005391,538.549865,580.827493,619.192722,657.022911,700.464960,739.250674,777.398922,812.345013,847.594340,883.477089,915.172507,949.762803,980.762803,1011.863881,1042.361186,1067.464960,1094.746631,1117.351752,1142.219677,1163.553908,1181.927224,1200.566038,1217.234501,1233.260108,1246.990566,1257.816712,1268.427224,1276.877358,1284.657682,1290.971698,1296.035040,1300.097035,1303.281671,1306.459569,1308.851752,1310.897574,1312.345013,1313.570081,1314.536388,1315.204852,1315.826146,1316.180593,1316.501348,1316.716981,1316.816712,1316.936658,1316.967655,1316.994609,1316.998652,1317.000000,
0, 3,Cr,0.223147,0.066882,0.007446,0.003600,0.006524,-0.001032,-0.002108,-0.007036,0.000355,-0.007072,-0.001689,0.000727,-0.010408,-0.013364,0.004344,0.001677,-0.001974,-0.005573,0.002215,0.000425,0.003742,0.004230,-0.000391,-0.001834,0.002885,-0.002659,0.005359,0.001909,-0.002483,0.000844,-0.002630,0.005176,0.000148,-0.000836,-0.016104,-0.009051,-0.014316,-0.015376,-0.014379,0.003739,0.001725,-0.004236,0.019023,0.017592,0.015808,0.005576,0.014711,0.039258,0.018192,0.002359,0.011946,-0.002881,-0.003570,-0.016302,-0.029491,-0.094292,-0.081188,-0.098776,-0.081997,-0.063737,-0.015000,-0.088940,-0.058410,-0.233290,-0.263316,-0.408537,-0.561173,-0.753160,-1.000000,-nan,
0, 3,Mr,2.676596,7.451064,16.365957,27.153191,43.878723,60.065957,78.070213,101.423404,128.121277,157.289362,184.063830,211.836170,248.548936,282.665957,320.961702,354.778723,392.906383,430.846809,471.231915,512.097872,547.987234,590.651064,629.217021,666.868085,710.197872,748.917021,786.880851,821.519149,856.463830,891.776596,922.180851,955.129787,983.925532,1012.119149,1038.919149,1060.321277,1083.846809,1102.629787,1122.704255,1139.557447,1153.502128,1167.159574,1178.821277,1189.719149,1198.621277,1205.104255,1211.155319,1215.729787,1219.791489,1223.131915,1225.714894,1227.691489,1229.131915,1230.527660,1231.417021,1232.055319,1232.412766,1232.663830,1232.814894,1232.902128,1232.965957,1232.985106,1232.997872,1233.000000,1233.000000,1233.000000,1233.000000,1233.000000,1233.000000,1233.000000,
0, 4,Cr,0.218608,0.063175,0.007250,0.003714,0.007064,-0.000178,-0.002869,-0.007152,-0.000641,-0.007284,-0.002714,0.001631,-0.009632,-0.012823,0.004170,0.001924,-0.000747,-0.004297,0.002722,0.002000,0.005849,0.006148,0.001480,-0.000525,0.003942,-0.001154,0.006471,0.002632,-0.001435,0.002156,-0.002150,0.003763,-0.002102,-0.002010,-0.016746,-0.010900,-0.015536,-0.016218,-0.015357,0.002415,0.001377,-0.006585,0.016405,0.015761,0.015683,0.005012,0.014533,0.038716,0.015524,-0.000655,0.008783,-0.005619,-0.004061,-0.019970,-0.032867,-0.096308,-0.083924,-0.102925,-0.086663,-0.068153,-0.019647,-0.093237,-0.062851,-0.236907,-0.266790,-0.411327,-0.563242,-0.754324,-1.000000,-nan,
0, 4,Mr,2.685714,7.589286,16.760714,27.732143,44.846429,61.600000,80.114286,104.285714,131.942857,162.421429,190.367857,219.557143,258.403571,294.442857,334.971429,370.992857,411.367857,451.221429,493.864286,537.017857,574.896429,619.400000,659.471429,698.228571,742.550000,781.475000,819.114286,853.121429,887.092857,921.110714,949.860714,980.778571,1006.942857,1032.392857,1056.439286,1075.010714,1095.896429,1112.571429,1130.803571,1145.946429,1158.710714,1171.267857,1182.385714,1192.603571,1201.239286,1207.364286,1212.903571,1216.967857,1219.989286,1222.146429,1223.732143,1224.928571,1225.764286,1226.346429,1226.750000,1226.889286,1226.964286,1226.989286,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,1227.000000,
