m,0,1,2,3,4,5,6,7,8,9
,-0.343487,-0.477124,-0.676208,   -nan,-0.326509,0.179245,-1,-1,0.102293,-0.438455
,63.058073,63.023742,63.018441,   -nan,63.006293,63.060178,   -nan,62.999992,62.936476,62.999964
,926.56,1099.84,1077.36,792,902.84,1034.8,901,1046,1109,928.36
,-0.562325,-0.583333,-0.433364,   -nan,0.077586,0.415094,   -nan,-1,-1,-0.126485
,63.744215,63.710843,63.710233,   -nan,63.70396,63.759884,   -nan,63.702433,   -nan,63.691424
,926.76,1099.92,1077.6,792,902.92,1034.92,901,1046,1109,928.48
,0.458917,-0.65812,0.699909,   -nan,-0.461207,0.179245,   -nan,-1,   -nan,-0.017296
,64.423052,64.397179,64.404939,   -nan,64.407523,64.428215,   -nan,   -nan,   -nan,64.385547
,926.92,1099.96,1077.76,792,903,1034.96,901,1046,1109,928.68
,0.7507,-0.777778,0.133273,   -nan,-0.102011,-0.410377,   -nan,   -nan,   -nan,0.637841
,65.122946,65.092227,65.102467,   -nan,65.122924,65.1255,   -nan,   -nan,   -nan,65.081995
,926.92,1099.96,1077.88,792,903,1035,901,1046,1109,928.8
,-1,-1,0.133273,   -nan,-1,-0.213836,   -nan,   -nan,   -nan,0.310273
,65.82552,65.790062,65.802727,   -nan,   -nan,65.82552,   -nan,   -nan,   -nan,65.779934
,927,1100,1078,792,903,1035,901,1046,1109,928.88
,1.62605,-0.62963,0.699909,   -nan,   -nan,-1,   -nan,   -nan,   -nan,0.310273
,   -nan,66.490597,66.505635,   -nan,   -nan,66.52819,   -nan,   -nan,   -nan,66.475559
,927,1100,1078,792,903,1035,901,1046,1109,928.96
,   -nan,-1,-1,   -nan,   -nan,-1,   -nan,   -nan,   -nan,1.620545
,   -nan,67.193748,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,67.178866
,927,1100,1078,792,903,1035,901,1046,1109,929
,   -nan,-1,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,1.620545
,   -nan,67.896981,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan
,927,1100,1078,792,903,1035,901,1046,1109,929
,   -nan,-1,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan
,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan
,927,1100,1078,792,903,1035,901,1046,1109,929
,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan
,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan
,927,1100,1078,792,903,1035,901,1046,1109,929
,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan,   -nan
