0, 0,Cr,-1.000000,0.428571,0.119403,-0.337748,0.126126,-0.043062,-0.124726,-0.644760,0.284109,0.335312,-0.350649,0.579779,-0.020808,0.070950,0.145038,-0.406528,-0.449036,0.164483,-0.568345,-0.137931,-0.148211,0.327434,0.349073,0.241135,-0.316239,-0.425287,-0.111111,0.355014,-0.190283,0.030928,-0.090909,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-nan,-nan,-nan,
0, 0,Mr,3.784580,11.095238,25.088435,41.904762,67.426304,91.866213,118.149660,151.331066,187.995465,227.344671,262.419501,297.877551,343.195011,383.750567,426.768707,463.875283,504.433107,543.428571,583.233560,621.714286,653.691610,689.204082,719.224490,746.596372,775.151927,798.111111,818.482993,834.591837,848.358277,859.410431,865.630385,871.013605,874.263039,876.945578,878.716553,879.532880,880.371882,880.684807,880.931973,880.977324,880.995465,881.000000,
0, 1,Cr,1.977941,1.349046,0.747482,0.715723,0.150432,0.183847,-0.116363,-0.368833,-0.315027,-0.294337,-0.244212,-0.202066,-0.168086,-0.068188,0.113373,0.198543,0.027446,-0.022925,-0.208045,-0.157524,-0.214787,-0.186337,-0.108530,0.057977,-0.147574,-0.207931,-0.142449,0.147612,0.546131,0.450443,1.197838,0.958731,0.968517,0.015310,-0.251337,-0.558824,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,
0, 1,Mr,3.603936,10.539975,23.808118,39.746617,63.852399,86.907749,111.644526,142.733087,176.987700,213.628536,246.161132,278.890529,320.597786,357.966790,397.670357,432.091021,469.736777,506.006150,543.269373,579.200492,609.041820,642.033210,669.790898,694.908979,720.869619,741.441574,759.583026,773.795818,785.772448,795.353014,800.762608,805.519065,808.365314,810.674047,812.172202,812.841328,813.515375,813.756458,813.950800,813.985240,813.997540,814.000000,
0, 2,Cr,1.488699,1.042154,0.728055,0.566904,0.376539,0.320621,0.151125,0.038141,0.110720,0.021499,0.030049,-0.010889,-0.127686,0.018488,0.146678,0.119591,-0.033340,-0.145441,-0.239188,-0.292067,-0.301311,-0.336475,-0.264799,-0.076859,-0.124863,-0.158964,-0.197556,-0.151585,0.085435,0.158609,0.192144,-0.029923,-0.083012,-0.433625,-0.579002,-0.703362,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,
0, 2,Mr,3.471698,10.090296,22.660377,37.623989,60.154987,81.712938,104.741240,133.605121,165.239892,198.828841,228.475741,258.157682,295.691375,329.466307,365.454178,396.894879,431.416442,464.814016,499.402965,532.757412,560.733154,591.638814,617.625337,641.047170,665.185984,684.103774,701.002695,714.175202,725.195418,733.982480,738.915094,743.295148,745.913747,748.030997,749.413747,750.021563,750.602426,750.807278,750.960916,750.987871,750.997305,751.000000,
0, 3,Cr,1.005901,0.733175,0.507636,0.367102,0.297404,0.262467,0.124869,0.089770,0.134788,0.044388,0.145415,0.107540,0.064555,0.097709,0.108832,0.061465,-0.009793,-0.068199,-0.181630,-0.238454,-0.256915,-0.322107,-0.318046,-0.202367,-0.232806,-0.259607,-0.224251,-0.166689,-0.105767,-0.104060,-0.094618,-0.252832,-0.335353,-0.596080,-0.727635,-0.799993,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,
0, 3,Mr,3.353566,9.704097,21.628225,35.678300,56.707132,76.675266,97.761760,124.034901,152.634294,182.792109,209.679818,236.479514,270.226100,300.467375,332.719272,361.078907,392.330804,422.981791,455.047041,485.995448,512.253414,541.314112,566.118361,588.596358,611.839150,630.045524,646.359636,659.250379,670.089530,678.760243,683.664643,688.062215,690.694992,692.860395,694.277693,694.918058,695.555387,695.783005,695.955994,695.986343,695.996965,696.000000,
0, 4,Cr,0.747174,0.511135,0.407788,0.341101,0.306338,0.274425,0.184014,0.156707,0.151539,0.109983,0.160608,0.117272,0.066748,0.092156,0.086829,0.052617,-0.027303,-0.090273,-0.124681,-0.165699,-0.216521,-0.263941,-0.330594,-0.281381,-0.330833,-0.362037,-0.359941,-0.308893,-0.241071,-0.232611,-0.232129,-0.394440,-0.465738,-0.674652,-0.790600,-0.845838,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,
0, 4,Mr,3.241147,9.269815,20.505902,33.655987,53.160202,71.450253,90.517707,113.966273,139.198988,165.544688,188.973019,212.413153,241.925801,268.777403,297.561551,323.153457,351.263069,378.917369,408.145025,436.881956,461.890388,489.892074,514.072513,536.440135,559.875211,578.527825,595.263069,608.580101,619.824621,628.880270,634.010118,638.608769,641.367622,643.644182,645.133221,645.812816,646.509275,646.758853,646.951096,646.984823,646.996627,647.000000,
