m,0,1,2,3,4,5,6,7,8,9
1871.496,24.231901,24.190745,24.203615,24.199073,24.201462,24.200524,24.170581,24.205551,24.19886,24.189536
35.491568,0,0,0,0,0,0,0,0,0,0
1913.784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36.163116,25.026521,24.981431,24.993392,24.992344,24.990923,24.988342,24.956358,24.995036,24.986202,24.976086
1954.448,0,0,0,0,0,0,0,0,0,0
36.813149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1993.4016,25.817566,25.769208,25.780702,25.781618,25.777337,25.77385,25.739397,25.780149,25.770621,25.761534
37.437314,0,0,0,0,0,0,0,0,0,0
2030.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38.030048,26.602647,26.553287,26.564994,26.564237,26.561149,26.557228,26.519371,26.55969,26.552876,26.544269
2065.84,0,0,0,0,0,0,0,0,0,0
38.584118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2099.16,27.383469,27.333086,27.346348,27.341548,27.341683,27.336878,27.295455,27.333915,27.33272,27.322893
39.120338,0,0,0,0,0,0,0,0,0,0
2130.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39.663322,28.159655,28.107692,28.123445,28.114828,28.117275,28.112725,28.068543,28.106062,28.110177,28.097172
2159.9984,0,0,0,0,0,0,0,0,0,0
40.212868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2187.672,28.931434,28.877612,28.895978,28.883433,28.888643,28.886377,28.839916,28.877698,28.886032,28.866728
40.76878,0,0,0,0,0,0,0,0,0,0
2213.616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41.330865,29.698707,29.644085,29.662938,29.647259,29.655982,29.655407,29.608056,29.645461,29.657413,29.633314
2237.904,0,0,0,0,0,0,0,0,0,0
41.898936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2260.608,30.462187,30.404621,30.424291,30.406373,30.418907,30.417882,30.37095,30.408818,30.423189,30.396681
42.47281,0,0,0,0,0,0,0,0,0,0
2281.7984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43.052306,31.22043,31.158293,31.181217,31.158876,31.175125,31.173687,31.12885,31.164812,31.18317,31.153916
2301.544,0,0,0,0,0,0,0,0,0,0
43.637251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2319.912,31.968324,31.905194,31.933799,31.903889,31.925986,31.920588,31.878623,31.910964,31.935669,31.90356
44.227475,0,0,0,0,0,0,0,0,0,0
2336.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44.822812,32.707172,32.643096,32.679766,32.639898,32.671165,32.657144,32.619241,32.646177,32.678826,32.647799
2352.776,0,0,0,0,0,0,0,0,0,0
45.4231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2367.3984,33.437929,33.37081,33.41625,33.364818,33.404607,33.384365,33.35037,33.369658,33.412274,33.3827
46.028183,0,0,0,0,0,0,0,0,0,0
2380.896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46.637908,34.155495,34.0863,34.143237,34.078785,34.124075,34.098961,34.067969,34.081574,34.133655,34.103205
2393.328,0,0,0,0,0,0,0,0,0,0
47.252126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2404.752,34.860876,34.787276,34.855503,34.779754,34.829928,34.796403,34.768801,34.783115,34.840433,34.80968
47.870694,0,0,0,0,0,0,0,0,0,0
2415.224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48.493471,35.551694,35.473988,35.546244,35.464304,35.521118,35.475273,35.451648,35.470618,35.530791,35.502385
2424.7984,0,0,0,0,0,0,0,0,0,0
49.120323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2433.528,36.223047,36.143549,36.212889,36.13085,36.193933,36.135737,36.119645,36.139462,36.200689,36.175809
49.751116,0,0,0,0,0,0,0,0,0,0
2441.464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
50.385725,36.871371,36.791828,36.857403,36.779262,36.841782,36.777636,36.771914,36.785963,36.845213,36.827169
2448.656,0,0,0,0,0,0,0,0,0,0
51.024025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2455.152,37.492847,37.414525,37.477997,37.404007,37.462325,37.398126,37.398867,37.406625,37.462365,37.453395
51.665896,0,0,0,0,0,0,0,0,0,0
2460.9984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52.311223,38.083133,38.007887,38.069073,38.000396,38.051962,37.986672,37.994339,37.997463,38.048824,38.052025
2466.24,0,0,0,0,0,0,0,0,0,0
52.959893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2470.92,38.633638,38.562184,38.620904,38.559623,38.60224,38.53858,38.550785,38.55198,38.596966,38.61059
53.611798,0,0,0,0,0,0,0,0,0,0
2475.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54.266833,39.165125,39.1,39.154636,39.096637,39.134791,39.075394,39.088993,39.090524,39.129516,39.148416
2478.76,0,0,0,0,0,0,0,0,0,0
54.924897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2481.9984,39.703522,39.645738,39.694464,39.639815,39.675254,39.619339,39.633545,39.634503,39.670252,39.692305
55.585891,0,0,0,0,0,0,0,0,0,0
2484.832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56.24972,40.248679,40.200312,40.241127,40.18978,40.223455,40.168622,40.184631,40.186092,40.218744,40.242851
2487.296,0,0,0,0,0,0,0,0,0,0
56.916294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2489.424,40.799749,40.760174,40.796134,40.746116,40.779079,40.724531,40.741969,40.743644,40.77413,40.798884
57.585523,0,0,0,0,0,0,0,0,0,0
2491.248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58.257323,41.355706,41.325909,41.357729,41.308058,41.340959,41.285376,41.306638,41.306722,41.335686,41.3614
2492.7984,0,0,0,0,0,0,0,0,0,0
58.93161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2494.104,41.918946,41.897872,41.922993,41.87567,41.908245,41.853617,41.878094,41.876006,41.902129,41.928941
59.608306,0,0,0,0,0,0,0,0,0,0
2495.192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
60.287334,42.488441,42.474644,42.494998,42.451014,42.481685,42.428579,42.456539,42.449937,42.473466,42.502607
2496.088,0,0,0,0,0,0,0,0,0,0
60.968619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2496.816,43.063845,43.05377,43.072406,43.031493,43.060588,43.00975,43.04015,43.029231,43.051107,43.081379
61.65209,0,0,0,0,0,0,0,0,0,0
2497.3984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62.337678,43.643573,43.638204,43.655877,43.617707,43.644188,43.595042,43.629384,43.613779,43.633192,43.664803
2497.856,0,0,0,0,0,0,0,0,0,0
63.025317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2498.208,44.230736,44.228945,44.24431,44.209812,44.232312,44.185487,44.224005,44.204098,44.220932,44.252673
63.714942,0,0,0,0,0,0,0,0,0,0
2498.472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64.406492,44.824775,44.825478,44.838158,44.807337,44.826561,44.78031,44.82158,44.798993,44.812958,44.847754
2498.664,0,0,0,0,0,0,0,0,0,0
65.099906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2498.7984,45.422788,45.425974,45.436812,45.409012,45.425785,45.380533,45.422292,45.398854,45.410556,45.447981
65.795128,0,0,0,0,0,0,0,0,0,0
2498.888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
66.492101,46.024176,46.031576,46.040732,46.013956,46.029472,45.985229,46.028745,46.004948,46.013461,46.051543
2498.944,0,0,0,0,0,0,0,0,0,0
67.190772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2498.976,46.631989,46.643585,46.648011,46.624511,46.639289,46.594579,46.639483,46.616085,46.621741,46.658943
67.891089,0,0,0,0,0,0,0,0,0,0
2498.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68.593003,47.245792,47.259063,47.259258,47.23998,47.253307,47.209878,47.255209,47.230144,47.233724,47.271854
2498.9984,0,0,0,0,0,0,0,0,0,0
69.296465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2499,47.86637,47.878723,47.874795,47.860964,47.873597,47.830394,47.874078,47.85072,47.852263,47.887382
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,48.490231,48.502117,48.494024,48.486294,48.496502,48.453256,48.496404,48.476038,48.474842,48.508644
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,49.118159,49.128156,49.119392,49.114826,49.12411,49.0818,49.121516,49.104788,49.101071,49.133348
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,49.749487,49.757387,49.749891,49.745542,49.755547,49.715421,49.749767,49.736849,49.731648,49.761219
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,50.386323,50.389558,50.384345,50.3801,50.38906,50.352815,50.381761,50.37519,50.366886,50.394411
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,51.0266,51.025642,51.022774,51.017551,51.026309,50.994269,51.016806,51.018004,51.006804,51.033427
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,51.669083,51.664852,51.664452,51.658453,51.666566,51.639873,51.654151,51.663327,51.651204,51.675253
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,52.315233,52.308826,52.309506,52.304851,52.308711,52.288277,52.295436,52.309991,52.298694,52.320582
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,52.963213,52.957129,52.957182,52.954731,52.954762,52.940868,52.941791,52.957957,52.95095,52.968562
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,53.614963,53.607878,53.607501,53.608606,53.606466,53.596089,53.592475,53.609836,53.606954,53.620113
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,54.270441,54.263562,54.262823,54.265101,54.262684,54.253484,54.246966,54.263864,54.265027,54.275637
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,54.928941,54.92236,54.919462,54.924059,54.922874,54.914012,54.90605,54.920788,54.925919,54.933085
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,55.589656,55.584708,55.578414,55.585906,55.584258,55.577614,55.568467,55.580239,55.589187,55.594453
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,56.252532,56.249727,56.242392,56.250071,56.248163,56.243611,56.233946,56.243037,56.254216,56.257649
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,56.918062,56.917082,56.908864,56.916956,56.91648,56.91163,56.902726,56.909792,56.920875,56.924206
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,57.588037,57.586861,57.578499,57.586648,57.586155,57.582263,57.573541,57.579337,57.589597,57.593997
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,58.26003,58.258346,58.251807,58.258127,58.257608,58.254427,58.246794,58.254153,58.259366,58.266289
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,58.935322,58.934687,58.927301,58.933202,58.932759,58.93082,58.923373,58.932161,58.932533,58.940109
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,59.612017,59.610445,59.605912,59.610725,59.609342,59.607233,59.600741,59.610504,59.608028,59.618334
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,60.291125,60.288799,60.287824,60.291575,60.28891,60.28547,60.279417,60.290962,60.286332,60.296762
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,60.973051,60.968987,60.972313,60.974412,60.96956,60.967813,60.962355,60.972409,60.966942,60.978996
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,61.658287,61.65095,61.656675,61.65907,61.652043,61.652925,61.648423,61.655153,61.650023,61.662032
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,62.344323,62.335701,62.342825,62.345035,62.336746,62.338476,62.337148,62.339149,62.33562,62.345651
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,63.030976,63.021758,63.030251,63.031859,63.02341,63.024803,63.026192,63.025227,63.023859,63.032926
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,63.720417,63.709717,63.717725,63.720493,63.713178,63.712074,63.71796,63.713305,63.713024,63.720835
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,64.411919,64.40202,64.407525,64.408347,64.404711,64.403079,64.410565,64.405359,64.404084,64.410689
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,65.104546,65.097679,65.100466,65.099906,65.098841,65.095626,65.102406,65.098217,65.098019,65.102399
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,65.798684,65.794103,65.795458,65.793861,65.794625,65.791465,65.795834,65.794645,65.793167,65.796296
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,66.494418,66.491634,66.494227,66.490938,66.492477,66.489093,66.493468,66.489633,66.490597,66.492702
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,67.192921,67.190246,67.192818,67.189581,67.191122,67.190559,67.191764,67.190513,67.189741,67.190772
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,67.891554,67.890668,67.893053,67.892562,67.891089,67.890843,67.891089,67.890843,67.89098,67.892071
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,68.593003,68.593003,68.593003,68.593003,68.593003,68.593003,68.593003,68.593003,68.593003,68.593003
,0,0,0,0,0,0,0,0,0,0
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,69.296465,69.296465,69.296465,   -nan,69.296465,69.296465,69.296465,69.296465,69.296465,69.296465
,0,0,0,0,0,0,0,0,0,0
,-1,-1,   -nan,   -nan,   -nan,-1,-1,-1,-1,-1
