   0
0,2045.000000, 3.000000
1,2023.000000, 3.000000
2,2011.000000, 3.000000
3,1881.000000, 117.000000
   1
0,2047.000000, 1.000000
1,2022.000000, 1.000000
2,2016.000000, 1.000000
3,2013.000000, 1.000000
4,2008.000000, 1.000000
5,2007.000000, 1.000000
6,2006.000000, 1.000000
   2
0,2044.000000, 3.000000
1,2006.000000, 17.000000
2,2004.000000, 17.000000
3,2002.000000, 17.000000
4,1997.000000, 17.000000
   3
0,2046.000000, 1.000000
1,2011.000000, 10.000000
2,1997.000000, 10.000000
3,1979.000000, 10.000000
4,1944.000000, 18.000000
5,1909.000000, 23.000000
6,1903.000000, 23.000000
7,1694.000000, 204.000000
8,1693.000000, 204.000000
   4
0,2047.000000, 1.000000
1,2009.000000, 3.000000
2,1992.000000, 3.000000
3,1978.000000, 3.000000
4,1971.000000, 3.000000
5,1965.000000, 3.000000
6,1961.000000, 3.000000
7,1933.000000, 3.000000
8,1916.000000, 3.000000
9,1314.000000, 544.000000
10,1313.000000, 544.000000
