m,0,1,2,3,4,5,6,7,8,9
,84.945714,56.894286,54.897143,267.851429,50.8,101.905714,167.857143,104.611429,216.751429,92.645714
,-0.955563,-0.892941,-0.987555,-0.719725,-0.868472,-0.894043,-0.908723,-0.438803,-0.810261,-0.714261
,58.934051,58.938592,58.938644,58.944429,58.923064,58.942072,58.918448,58.917266,58.952018,58.924848
,84.948571,56.917143,54.917143,267.905714,50.842857,101.94,167.888571,104.691429,216.782857,92.708571
,-0.98204,-0.872364,-0.89809,-0.781645,-0.77023,-0.836119,-0.857288,-0.56044,-0.882564,-0.67919
,59.611164,59.61728,59.614766,59.620474,59.603027,59.613722,59.591557,59.587276,59.630931,59.600564
,84.951429,56.948571,54.94,267.937143,50.862857,101.962857,167.914286,104.771429,216.811429,92.757143
,-0.976446,-0.787523,-0.860106,-0.847085,-0.859676,-0.881054,-0.847592,-0.47313,-0.872198,-0.698312
,60.287654,60.296773,60.292342,60.298214,60.283165,60.289648,60.270811,60.268089,60.309408,60.279391
,84.96,56.965714,54.942857,267.957143,50.877143,101.971429,167.931429,104.84,216.851429,92.788571
,-0.915896,-0.854328,-0.978033,-0.875255,-0.87679,-0.943175,-0.880833,-0.470409,-0.795601,-0.778297
,60.968751,60.975596,60.975975,60.979435,60.965948,60.971138,60.954355,60.951206,60.986897,60.961801
,84.968571,56.971429,54.954286,267.971429,50.902857,101.98,167.942857,104.888571,216.877143,92.837143
,-0.899759,-0.940937,-0.898806,-0.880316,-0.739025,-0.929988,-0.901,-0.537591,-0.84127,-0.553782
,61.656717,61.655326,61.65923,61.664794,61.649612,61.655985,61.6435,61.639505,61.665998,61.64748
,84.974286,56.974286,54.968571,267.977143,50.925714,101.988571,167.954286,104.925714,216.911429,92.868571
,-0.922336,-0.963219,-0.848705,-0.944585,-0.710027,-0.90883,-0.875451,-0.545041,-0.73545,-0.660783
,62.343434,62.339941,62.343972,62.350388,62.337677,62.344221,62.334765,62.327274,62.350305,62.332111
,84.985714,56.98,54.974286,267.977143,50.942857,101.997143,167.965714,104.948571,216.931429,92.905714
,-0.796562,-0.904767,-0.925178,-1,-0.712258,-0.890113,-0.843049,-0.667,-0.790039,-0.483356
,63.030922,63.022759,63.033328,63.043153,63.026097,63.036329,63.025263,63.013538,63.03619,63.023669
,84.988571,56.985714,54.977143,267.982857,50.948571,102,167.974286,104.965714,216.957143,92.928571
,-0.92438,-0.874643,-0.94856,-0.902523,-0.877757,-0.953521,-0.831642,-0.597963,-0.645692,-0.578068
,63.714594,63.707993,63.721478,63.734948,63.71808,63.726975,63.717681,63.703918,63.723309,63.7169
,84.991429,56.994286,54.98,267.991429,50.957143,102,167.977143,104.968571,216.965714,92.948571
,-0.887311,-0.750979,-0.941766,-0.783287,-0.743791,-1,-0.931054,-0.911379,-0.840632,-0.512304
,64.406879,64.391654,64.41201,64.425259,64.410276,64.417074,64.406952,64.395715,64.411521,64.409409
,84.994286,56.994286,54.988571,267.991429,50.965714,102,167.982857,104.974286,216.971429,92.968571
,-0.84876,-1,-0.774164,-1,-0.653644,-1,-0.798906,-0.775734,-0.850537,-0.362849
,65.100331,65.084549,65.10534,65.107893,65.104342,65.110657,65.099905,65.089814,65.101468,65.106538
,84.994286,56.997143,54.988571,267.997143,50.971429,102,167.985714,104.988571,216.971429,92.977143
,-1,-0.819338,-1,-0.614733,-0.710027,-1,-0.869561,-0.113789,-1,-0.554473
,65.795126,65.785777,65.801734,65.804625,65.799049,65.799877,65.793959,65.783931,65.795803,65.801416
,84.994286,57,54.988571,268,50.977143,102,167.991429,104.991429,216.971429,92.985714
,-1,-0.744062,-1,-0.711049,-0.343746,-1,-0.56125,-0.710816,-1,-0.263912
,66.493102,66.488449,66.496612,66.498116,66.494159,66.493605,66.493416,66.481574,66.49128,66.496347
,84.997143,57,54.991429,268,50.98,102,167.997143,105,216.977143,92.988571
,-0.616858,-1,-0.794239,-1,-0.671873,-1,-0.310535,0.648352,-0.647266,-0.623777
,67.191622,67.18737,67.192873,67.193748,67.192094,67.192603,67.193748,67.186307,67.190513,67.193748
,85,57,54.997143,268,50.994286,102,168,105,216.985714,92.991429
,0.149425,-1,-0.050332,-1,2.463563,-1,-0.195624,-1,-0.370118,-0.435666
,67.892071,67.889616,67.890668,67.889616,67.889616,67.890668,67.892071,67.896981,67.891315,67.892071
,85,57,54.997143,268,51,102,168,105,216.994286,92.994286
,-1,-1,-1,-1,5.234414,-1,-1,-1,0.202501,0.410835
,68.593003,68.593003,68.593003,68.593003,   -nan,68.593003,68.593003,   -nan,68.593003,68.593003
,85,57,54.997143,268,51,102,168,105,217,92.997143
,-1,-1,-1,-1,   -nan,-1,-1,   -nan,0.763668,0.881114
,69.296465,   -nan,69.296465,   -nan,   -nan,69.296465,   -nan,   -nan,69.296465,69.296465
,85,57,55,268,51,102,168,105,217,93
,-1,   -nan,5.17284,   -nan,   -nan,-1,   -nan,   -nan,-1,4.643341
