   0
0,2150.000000, 0.000000
1,2095.000000, 1.000000
2,2053.000000, 2.000000
3,2016.000000, 5.000000
4,1982.000000, 5.000000
5,1967.000000, 5.000000
6,1948.000000, 5.000000
7,1073.000000, 854.000000
8,1073.000000, 853.000000
9,1073.000000, 849.000000
   1
0,2148.000000, 1.000000
1,2068.000000, 21.000000
2,2039.000000, 21.000000
3,2014.000000, 21.000000
4,1999.000000, 21.000000
5,1992.000000, 21.000000
6,1979.000000, 21.000000
7,1896.000000, 73.000000
   2
0,2148.000000, 2.000000
1,2094.000000, 2.000000
2,2068.000000, 2.000000
3,2022.000000, 2.000000
4,1989.000000, 2.000000
5,1945.000000, 2.000000
6,918.000000, 909.000000
7,918.000000, 619.000000
   3
0,2150.000000, 0.000000
1,2090.000000, 3.000000
2,2062.000000, 3.000000
3,2020.000000, 5.000000
4,1969.000000, 22.000000
5,1956.000000, 22.000000
6,1942.000000, 22.000000
7,1928.000000, 22.000000
8,1910.000000, 22.000000
9,1626.000000, 253.000000
10,1609.000000, 253.000000
11,1605.000000, 253.000000
   4
0,2149.000000, 1.000000
1,2104.000000, 1.000000
2,2076.000000, 1.000000
3,1857.000000, 122.000000
4,1841.000000, 122.000000
5,1768.000000, 122.000000
