0.500000,221.220000,166.390000
0.510000,288.030000,205.300000
0.520000,323.920000,229.710000
0.530000,429.980000,276.410000
0.540000,530.800000,333.060000
0.550000,670.270000,411.200000
0.560000,966.550000,543.490000
0.570000,1284.730000,651.170000
0.580000,1811.970000,724.730000
0.590000,2427.650000,771.890000
0.600000,3176.800000,788.430000
0.610000,4151.320000,545.050000
0.620000,4900.790000,335.360000
0.630000,5342.270000,228.250000
0.640000,5699.260000,143.700000
0.650000,5972.200000,97.050000
0.660000,6196.150000,68.380000
0.670000,6380.210000,52.750000
0.680000,6530.780000,46.910000
0.690000,6689.530000,32.320000
0.700000,6829.850000,25.530000
0.710000,6957.560000,20.060000
0.720000,7084.660000,17.940000
0.730000,7206.000000,14.220000
0.740000,7318.090000,14.700000
0.750000,7433.680000,10.630000
0.760000,7548.540000,7.470000
0.770000,7659.630000,6.180000
0.780000,7765.260000,5.400000
0.790000,7873.010000,4.030000
0.800000,7978.110000,3.860000
0.810000,8081.120000,3.440000
0.820000,8184.330000,3.630000
0.830000,8288.260000,2.670000
0.840000,8390.370000,2.420000
0.850000,8492.670000,2.010000
0.860000,8594.980000,1.630000
0.870000,8695.990000,1.400000
0.880000,8797.180000,1.150000
0.890000,8898.080000,1.030000
0.900000,8998.640000,0.770000
0.910000,9098.880000,0.680000
0.920000,9199.280000,0.510000
0.930000,9299.640000,0.300000
0.940000,9399.910000,0.090000
0.950000,9499.920000,0.080000
0.960000,9599.970000,0.030000
0.970000,9699.950000,0.050000
0.980000,9800.000000,0.000000
0.990000,9900.000000,0.000000
1.000000,10000.000000,0.000000
