   n,     epsi,   alph  ,    p    , r,stp, bigg    ,  sec
10000, 0.200000, 10.000000, 0.500000, 60, 0, 138.000000, 133.000000
10000, 0.200000, 10.000000, 0.500000, 61, 1, 196.000000, 185.000000
10000, 0.200000, 10.000000, 0.500000, 62, 0, 217.000000, 208.000000
10000, 0.200000, 10.000000, 0.500000, 63, 1, 262.000000, 259.000000
10000, 0.200000, 10.000000, 0.500000, 64, 1, 152.000000, 147.000000
10000, 0.200000, 10.000000, 0.500000, 65, 1, 227.000000, 140.000000
10000, 0.200000, 10.000000, 0.500000, 66, 1, 208.000000, 167.000000
10000, 0.200000, 10.000000, 0.500000, 67, 0, 236.000000, 157.000000
10000, 0.200000, 10.000000, 0.500000, 68, 0, 192.000000, 142.000000
10000, 0.200000, 10.000000, 0.500000, 69, 1, 158.000000, 153.000000
10000, 0.200000, 10.000000, 0.500000, 70, 0, 184.000000, 177.000000
10000, 0.200000, 10.000000, 0.500000, 71, 1, 236.000000, 166.000000
10000, 0.200000, 10.000000, 0.500000, 72, 1, 187.000000, 182.000000
10000, 0.200000, 10.000000, 0.500000, 73, 0, 241.000000, 223.000000
10000, 0.200000, 10.000000, 0.500000, 74, 1, 234.000000, 197.000000
10000, 0.200000, 10.000000, 0.500000, 75, 1, 152.000000, 141.000000
10000, 0.200000, 10.000000, 0.500000, 76, 0, 248.000000, 144.000000
10000, 0.200000, 10.000000, 0.500000, 77, 1, 158.000000, 134.000000
10000, 0.200000, 10.000000, 0.500000, 78, 1, 255.000000, 214.000000
10000, 0.200000, 10.000000, 0.500000, 79, 0, 192.000000, 155.000000
10000, 0.200000, 10.000000, 0.500000, 80, 1, 166.000000, 166.000000
10000, 0.200000, 10.000000, 0.500000, 81, 1, 229.000000, 225.000000
10000, 0.200000, 10.000000, 0.500000, 82, 0, 149.000000, 144.000000
10000, 0.200000, 10.000000, 0.500000, 83, 0, 371.000000, 191.000000
10000, 0.200000, 10.000000, 0.500000, 84, 1, 179.000000, 156.000000
10000, 0.200000, 10.000000, 0.500000, 85, 0, 208.000000, 170.000000
10000, 0.200000, 10.000000, 0.500000, 86, 0, 160.000000, 134.000000
10000, 0.200000, 10.000000, 0.500000, 87, 0, 112.000000, 111.000000
10000, 0.200000, 10.000000, 0.500000, 88, 1, 181.000000, 167.000000
10000, 0.200000, 10.000000, 0.500000, 89, 1, 146.000000, 143.000000
10000, 0.200000, 10.000000, 0.500000, 90, 1, 216.000000, 184.000000
10000, 0.200000, 10.000000, 0.500000, 91, 0, 160.000000, 157.000000
10000, 0.200000, 10.000000, 0.500000, 92, 1, 198.000000, 181.000000
10000, 0.200000, 10.000000, 0.500000, 93, 0, 211.000000, 155.000000
10000, 0.200000, 10.000000, 0.500000, 94, 1, 267.000000, 247.000000
10000, 0.200000, 10.000000, 0.500000, 95, 0, 138.000000, 131.000000
10000, 0.200000, 10.000000, 0.500000, 96, 0, 206.000000, 159.000000
10000, 0.200000, 10.000000, 0.500000, 97, 0, 181.000000, 128.000000
10000, 0.200000, 10.000000, 0.500000, 98, 1, 243.000000, 220.000000
10000, 0.200000, 10.000000, 0.500000, 99, 0, 376.000000, 115.000000
10000, 0.200000, 10.000000, 0.510000, 0, 1, 144.000000, 142.000000
10000, 0.200000, 10.000000, 0.510000, 1, 0, 200.000000, 189.000000
10000, 0.200000, 10.000000, 0.510000, 2, 1, 165.000000, 159.000000
10000, 0.200000, 10.000000, 0.510000, 3, 1, 404.000000, 184.000000
10000, 0.200000, 10.000000, 0.510000, 4, 1, 298.000000, 110.000000
10000, 0.200000, 10.000000, 0.510000, 5, 0, 213.000000, 197.000000
10000, 0.200000, 10.000000, 0.510000, 6, 1, 198.000000, 147.000000
10000, 0.200000, 10.000000, 0.510000, 7, 0, 182.000000, 141.000000
10000, 0.200000, 10.000000, 0.510000, 8, 0, 329.000000, 250.000000
10000, 0.200000, 10.000000, 0.510000, 9, 0, 162.000000, 150.000000
10000, 0.200000, 10.000000, 0.510000, 10, 1, 247.000000, 217.000000
10000, 0.200000, 10.000000, 0.510000, 11, 1, 295.000000, 197.000000
10000, 0.200000, 10.000000, 0.510000, 12, 1, 227.000000, 174.000000
10000, 0.200000, 10.000000, 0.510000, 13, 0, 296.000000, 193.000000
10000, 0.200000, 10.000000, 0.510000, 14, 1, 199.000000, 170.000000
10000, 0.200000, 10.000000, 0.510000, 15, 1, 217.000000, 214.000000
10000, 0.200000, 10.000000, 0.510000, 16, 0, 429.000000, 142.000000
10000, 0.200000, 10.000000, 0.510000, 17, 0, 168.000000, 159.000000
10000, 0.200000, 10.000000, 0.510000, 18, 0, 161.000000, 148.000000
10000, 0.200000, 10.000000, 0.510000, 19, 1, 265.000000, 151.000000
10000, 0.200000, 10.000000, 0.510000, 20, 0, 201.000000, 150.000000
10000, 0.200000, 10.000000, 0.510000, 21, 1, 229.000000, 214.000000
10000, 0.200000, 10.000000, 0.510000, 22, 1, 275.000000, 167.000000
10000, 0.200000, 10.000000, 0.510000, 23, 1, 356.000000, 272.000000
10000, 0.200000, 10.000000, 0.510000, 24, 0, 167.000000, 136.000000
10000, 0.200000, 10.000000, 0.510000, 25, 1, 231.000000, 152.000000
10000, 0.200000, 10.000000, 0.510000, 26, 1, 255.000000, 222.000000
10000, 0.200000, 10.000000, 0.510000, 27, 0, 212.000000, 207.000000
10000, 0.200000, 10.000000, 0.510000, 28, 1, 164.000000, 150.000000
10000, 0.200000, 10.000000, 0.510000, 29, 1, 286.000000, 180.000000
10000, 0.200000, 10.000000, 0.510000, 30, 0, 225.000000, 156.000000
10000, 0.200000, 10.000000, 0.510000, 31, 1, 266.000000, 222.000000
10000, 0.200000, 10.000000, 0.510000, 32, 1, 222.000000, 198.000000
10000, 0.200000, 10.000000, 0.510000, 33, 0, 200.000000, 160.000000
10000, 0.200000, 10.000000, 0.510000, 34, 1, 492.000000, 180.000000
10000, 0.200000, 10.000000, 0.510000, 35, 0, 328.000000, 252.000000
10000, 0.200000, 10.000000, 0.510000, 36, 0, 238.000000, 175.000000
10000, 0.200000, 10.000000, 0.510000, 37, 0, 252.000000, 220.000000
10000, 0.200000, 10.000000, 0.510000, 38, 1, 295.000000, 195.000000
10000, 0.200000, 10.000000, 0.510000, 39, 1, 296.000000, 225.000000
10000, 0.200000, 10.000000, 0.510000, 40, 1, 304.000000, 176.000000
10000, 0.200000, 10.000000, 0.510000, 41, 1, 207.000000, 207.000000
10000, 0.200000, 10.000000, 0.510000, 42, 1, 344.000000, 187.000000
10000, 0.200000, 10.000000, 0.510000, 43, 0, 234.000000, 165.000000
10000, 0.200000, 10.000000, 0.510000, 44, 1, 204.000000, 169.000000
10000, 0.200000, 10.000000, 0.510000, 45, 1, 242.000000, 217.000000
10000, 0.200000, 10.000000, 0.510000, 46, 1, 151.000000, 128.000000
10000, 0.200000, 10.000000, 0.510000, 47, 1, 226.000000, 202.000000
10000, 0.200000, 10.000000, 0.510000, 48, 1, 244.000000, 199.000000
10000, 0.200000, 10.000000, 0.510000, 49, 0, 314.000000, 212.000000
10000, 0.200000, 10.000000, 0.510000, 50, 1, 316.000000, 209.000000
10000, 0.200000, 10.000000, 0.510000, 51, 0, 181.000000, 174.000000
10000, 0.200000, 10.000000, 0.510000, 52, 1, 249.000000, 168.000000
10000, 0.200000, 10.000000, 0.510000, 53, 1, 314.000000, 223.000000
10000, 0.200000, 10.000000, 0.510000, 54, 1, 182.000000, 181.000000
10000, 0.200000, 10.000000, 0.510000, 55, 1, 362.000000, 158.000000
10000, 0.200000, 10.000000, 0.510000, 56, 2, 261.000000, 196.000000
10000, 0.200000, 10.000000, 0.510000, 57, 1, 252.000000, 211.000000
10000, 0.200000, 10.000000, 0.510000, 58, 1, 361.000000, 153.000000
10000, 0.200000, 10.000000, 0.510000, 59, 1, 290.000000, 165.000000
10000, 0.200000, 10.000000, 0.510000, 60, 1, 178.000000, 135.000000
10000, 0.200000, 10.000000, 0.510000, 61, 1, 214.000000, 167.000000
10000, 0.200000, 10.000000, 0.510000, 62, 1, 239.000000, 232.000000
10000, 0.200000, 10.000000, 0.510000, 63, 1, 216.000000, 189.000000
10000, 0.200000, 10.000000, 0.510000, 64, 0, 295.000000, 232.000000
10000, 0.200000, 10.000000, 0.510000, 65, 0, 279.000000, 146.000000
10000, 0.200000, 10.000000, 0.510000, 66, 0, 262.000000, 209.000000
10000, 0.200000, 10.000000, 0.510000, 67, 1, 307.000000, 299.000000
10000, 0.200000, 10.000000, 0.510000, 68, 1, 225.000000, 164.000000
10000, 0.200000, 10.000000, 0.510000, 69, 0, 258.000000, 189.000000
10000, 0.200000, 10.000000, 0.510000, 70, 0, 283.000000, 214.000000
10000, 0.200000, 10.000000, 0.510000, 71, 0, 219.000000, 217.000000
10000, 0.200000, 10.000000, 0.510000, 72, 1, 206.000000, 164.000000
10000, 0.200000, 10.000000, 0.510000, 73, 0, 245.000000, 210.000000
10000, 0.200000, 10.000000, 0.510000, 74, 0, 173.000000, 140.000000
10000, 0.200000, 10.000000, 0.510000, 75, 0, 211.000000, 207.000000
10000, 0.200000, 10.000000, 0.510000, 76, 1, 334.000000, 262.000000
10000, 0.200000, 10.000000, 0.510000, 77, 0, 224.000000, 216.000000
10000, 0.200000, 10.000000, 0.510000, 78, 0, 144.000000, 134.000000
10000, 0.200000, 10.000000, 0.510000, 79, 1, 258.000000, 173.000000
10000, 0.200000, 10.000000, 0.510000, 80, 0, 218.000000, 162.000000
10000, 0.200000, 10.000000, 0.510000, 81, 0, 282.000000, 267.000000
10000, 0.200000, 10.000000, 0.510000, 82, 1, 314.000000, 190.000000
10000, 0.200000, 10.000000, 0.510000, 83, 1, 239.000000, 204.000000
10000, 0.200000, 10.000000, 0.510000, 84, 1, 406.000000, 311.000000
10000, 0.200000, 10.000000, 0.510000, 85, 1, 236.000000, 180.000000
10000, 0.200000, 10.000000, 0.510000, 86, 1, 170.000000, 156.000000
10000, 0.200000, 10.000000, 0.510000, 87, 0, 220.000000, 160.000000
10000, 0.200000, 10.000000, 0.510000, 88, 1, 305.000000, 170.000000
10000, 0.200000, 10.000000, 0.510000, 89, 1, 287.000000, 247.000000
10000, 0.200000, 10.000000, 0.510000, 90, 1, 204.000000, 191.000000
10000, 0.200000, 10.000000, 0.510000, 91, 1, 131.000000, 127.000000
10000, 0.200000, 10.000000, 0.510000, 92, 0, 235.000000, 219.000000
10000, 0.200000, 10.000000, 0.510000, 93, 1, 219.000000, 172.000000
10000, 0.200000, 10.000000, 0.510000, 94, 1, 245.000000, 182.000000
10000, 0.200000, 10.000000, 0.510000, 95, 0, 178.000000, 152.000000
10000, 0.200000, 10.000000, 0.510000, 96, 0, 203.000000, 163.000000
10000, 0.200000, 10.000000, 0.510000, 97, 1, 282.000000, 216.000000
10000, 0.200000, 10.000000, 0.510000, 98, 1, 243.000000, 205.000000
10000, 0.200000, 10.000000, 0.510000, 99, 1, 353.000000, 326.000000
10000, 0.200000, 10.000000, 0.520000, 0, 0, 162.000000, 146.000000
10000, 0.200000, 10.000000, 0.520000, 1, 1, 381.000000, 221.000000
10000, 0.200000, 10.000000, 0.520000, 2, 1, 506.000000, 181.000000
10000, 0.200000, 10.000000, 0.520000, 3, 1, 375.000000, 287.000000
10000, 0.200000, 10.000000, 0.520000, 4, 0, 294.000000, 226.000000
10000, 0.200000, 10.000000, 0.520000, 5, 1, 262.000000, 247.000000
10000, 0.200000, 10.000000, 0.520000, 6, 1, 199.000000, 195.000000
10000, 0.200000, 10.000000, 0.520000, 7, 0, 198.000000, 145.000000
10000, 0.200000, 10.000000, 0.520000, 8, 1, 233.000000, 201.000000
10000, 0.200000, 10.000000, 0.520000, 9, 0, 262.000000, 252.000000
10000, 0.200000, 10.000000, 0.520000, 10, 1, 378.000000, 205.000000
10000, 0.200000, 10.000000, 0.520000, 11, 0, 243.000000, 200.000000
10000, 0.200000, 10.000000, 0.520000, 12, 1, 241.000000, 152.000000
10000, 0.200000, 10.000000, 0.520000, 13, 0, 396.000000, 301.000000
10000, 0.200000, 10.000000, 0.520000, 14, 1, 213.000000, 206.000000
10000, 0.200000, 10.000000, 0.520000, 15, 1, 298.000000, 290.000000
10000, 0.200000, 10.000000, 0.520000, 16, 1, 203.000000, 159.000000
10000, 0.200000, 10.000000, 0.520000, 17, 1, 390.000000, 166.000000
10000, 0.200000, 10.000000, 0.520000, 18, 1, 191.000000, 175.000000
10000, 0.200000, 10.000000, 0.520000, 19, 1, 347.000000, 282.000000
10000, 0.200000, 10.000000, 0.520000, 20, 1, 323.000000, 295.000000
10000, 0.200000, 10.000000, 0.520000, 21, 0, 304.000000, 210.000000
10000, 0.200000, 10.000000, 0.520000, 22, 1, 351.000000, 350.000000
10000, 0.200000, 10.000000, 0.520000, 23, 1, 288.000000, 284.000000
10000, 0.200000, 10.000000, 0.520000, 24, 1, 268.000000, 220.000000
10000, 0.200000, 10.000000, 0.520000, 25, 1, 364.000000, 349.000000
10000, 0.200000, 10.000000, 0.520000, 26, 1, 201.000000, 178.000000
10000, 0.200000, 10.000000, 0.520000, 27, 1, 217.000000, 187.000000
10000, 0.200000, 10.000000, 0.520000, 28, 1, 250.000000, 230.000000
10000, 0.200000, 10.000000, 0.520000, 29, 1, 431.000000, 308.000000
10000, 0.200000, 10.000000, 0.520000, 30, 1, 250.000000, 212.000000
10000, 0.200000, 10.000000, 0.520000, 31, 1, 162.000000, 137.000000
10000, 0.200000, 10.000000, 0.520000, 32, 0, 229.000000, 209.000000
10000, 0.200000, 10.000000, 0.520000, 33, 1, 445.000000, 270.000000
10000, 0.200000, 10.000000, 0.520000, 34, 0, 240.000000, 221.000000
10000, 0.200000, 10.000000, 0.520000, 35, 1, 280.000000, 189.000000
10000, 0.200000, 10.000000, 0.520000, 36, 1, 227.000000, 179.000000
10000, 0.200000, 10.000000, 0.520000, 37, 0, 166.000000, 164.000000
10000, 0.200000, 10.000000, 0.520000, 38, 1, 274.000000, 255.000000
10000, 0.200000, 10.000000, 0.520000, 39, 1, 409.000000, 212.000000
10000, 0.200000, 10.000000, 0.520000, 40, 1, 276.000000, 172.000000
10000, 0.200000, 10.000000, 0.520000, 41, 1, 411.000000, 171.000000
10000, 0.200000, 10.000000, 0.520000, 42, 1, 307.000000, 198.000000
10000, 0.200000, 10.000000, 0.520000, 43, 1, 235.000000, 183.000000
10000, 0.200000, 10.000000, 0.520000, 44, 2, 341.000000, 323.000000
10000, 0.200000, 10.000000, 0.520000, 45, 1, 391.000000, 206.000000
10000, 0.200000, 10.000000, 0.520000, 46, 0, 253.000000, 194.000000
10000, 0.200000, 10.000000, 0.520000, 47, 1, 219.000000, 197.000000
10000, 0.200000, 10.000000, 0.520000, 48, 1, 346.000000, 209.000000
10000, 0.200000, 10.000000, 0.520000, 49, 1, 309.000000, 261.000000
10000, 0.200000, 10.000000, 0.520000, 50, 1, 400.000000, 214.000000
10000, 0.200000, 10.000000, 0.520000, 51, 1, 312.000000, 190.000000
10000, 0.200000, 10.000000, 0.520000, 52, 1, 439.000000, 276.000000
10000, 0.200000, 10.000000, 0.520000, 53, 1, 327.000000, 268.000000
10000, 0.200000, 10.000000, 0.520000, 54, 0, 446.000000, 238.000000
10000, 0.200000, 10.000000, 0.520000, 55, 1, 233.000000, 232.000000
10000, 0.200000, 10.000000, 0.520000, 56, 1, 274.000000, 252.000000
10000, 0.200000, 10.000000, 0.520000, 57, 0, 310.000000, 189.000000
10000, 0.200000, 10.000000, 0.520000, 58, 2, 304.000000, 257.000000
10000, 0.200000, 10.000000, 0.520000, 59, 1, 327.000000, 234.000000
10000, 0.200000, 10.000000, 0.520000, 60, 1, 512.000000, 220.000000
10000, 0.200000, 10.000000, 0.520000, 61, 1, 313.000000, 284.000000
10000, 0.200000, 10.000000, 0.520000, 62, 1, 377.000000, 311.000000
10000, 0.200000, 10.000000, 0.520000, 63, 2, 339.000000, 250.000000
10000, 0.200000, 10.000000, 0.520000, 64, 1, 239.000000, 217.000000
10000, 0.200000, 10.000000, 0.520000, 65, 1, 396.000000, 165.000000
10000, 0.200000, 10.000000, 0.520000, 66, 1, 216.000000, 167.000000
10000, 0.200000, 10.000000, 0.520000, 67, 1, 392.000000, 235.000000
10000, 0.200000, 10.000000, 0.520000, 68, 1, 248.000000, 240.000000
10000, 0.200000, 10.000000, 0.520000, 69, 1, 311.000000, 183.000000
10000, 0.200000, 10.000000, 0.520000, 70, 1, 253.000000, 230.000000
10000, 0.200000, 10.000000, 0.520000, 71, 0, 309.000000, 216.000000
10000, 0.200000, 10.000000, 0.520000, 72, 1, 182.000000, 166.000000
10000, 0.200000, 10.000000, 0.520000, 73, 1, 214.000000, 202.000000
10000, 0.200000, 10.000000, 0.520000, 74, 0, 303.000000, 208.000000
10000, 0.200000, 10.000000, 0.520000, 75, 0, 237.000000, 201.000000
10000, 0.200000, 10.000000, 0.520000, 76, 1, 327.000000, 229.000000
10000, 0.200000, 10.000000, 0.520000, 77, 1, 257.000000, 166.000000
10000, 0.200000, 10.000000, 0.520000, 78, 1, 217.000000, 208.000000
10000, 0.200000, 10.000000, 0.520000, 79, 1, 299.000000, 179.000000
10000, 0.200000, 10.000000, 0.520000, 80, 1, 432.000000, 320.000000
10000, 0.200000, 10.000000, 0.520000, 81, 1, 299.000000, 210.000000
10000, 0.200000, 10.000000, 0.520000, 82, 1, 269.000000, 216.000000
10000, 0.200000, 10.000000, 0.520000, 83, 1, 214.000000, 190.000000
10000, 0.200000, 10.000000, 0.520000, 84, 0, 287.000000, 221.000000
10000, 0.200000, 10.000000, 0.520000, 85, 1, 409.000000, 192.000000
10000, 0.200000, 10.000000, 0.520000, 86, 1, 333.000000, 169.000000
10000, 0.200000, 10.000000, 0.520000, 87, 1, 335.000000, 282.000000
10000, 0.200000, 10.000000, 0.520000, 88, 1, 398.000000, 242.000000
10000, 0.200000, 10.000000, 0.520000, 89, 1, 222.000000, 174.000000
10000, 0.200000, 10.000000, 0.520000, 90, 1, 149.000000, 139.000000
10000, 0.200000, 10.000000, 0.520000, 91, 1, 351.000000, 229.000000
10000, 0.200000, 10.000000, 0.520000, 92, 1, 187.000000, 148.000000
10000, 0.200000, 10.000000, 0.520000, 93, 1, 293.000000, 212.000000
10000, 0.200000, 10.000000, 0.520000, 94, 2, 248.000000, 226.000000
10000, 0.200000, 10.000000, 0.520000, 95, 1, 259.000000, 207.000000
10000, 0.200000, 10.000000, 0.520000, 96, 1, 380.000000, 246.000000
10000, 0.200000, 10.000000, 0.520000, 97, 0, 198.000000, 178.000000
10000, 0.200000, 10.000000, 0.520000, 98, 1, 290.000000, 252.000000
10000, 0.200000, 10.000000, 0.520000, 99, 1, 252.000000, 192.000000
10000, 0.200000, 10.000000, 0.530000, 0, 2, 335.000000, 323.000000
10000, 0.200000, 10.000000, 0.530000, 1, 1, 227.000000, 187.000000
10000, 0.200000, 10.000000, 0.530000, 2, 1, 361.000000, 314.000000
10000, 0.200000, 10.000000, 0.530000, 3, 0, 276.000000, 275.000000
10000, 0.200000, 10.000000, 0.530000, 4, 0, 204.000000, 174.000000
10000, 0.200000, 10.000000, 0.530000, 5, 1, 283.000000, 267.000000
10000, 0.200000, 10.000000, 0.530000, 6, 1, 230.000000, 214.000000
10000, 0.200000, 10.000000, 0.530000, 7, 1, 396.000000, 370.000000
10000, 0.200000, 10.000000, 0.530000, 8, 1, 463.000000, 330.000000
10000, 0.200000, 10.000000, 0.530000, 9, 1, 428.000000, 255.000000
10000, 0.200000, 10.000000, 0.530000, 10, 1, 399.000000, 174.000000
10000, 0.200000, 10.000000, 0.530000, 11, 1, 336.000000, 310.000000
10000, 0.200000, 10.000000, 0.530000, 12, 1, 277.000000, 248.000000
10000, 0.200000, 10.000000, 0.530000, 13, 0, 240.000000, 208.000000
10000, 0.200000, 10.000000, 0.530000, 14, 2, 254.000000, 232.000000
10000, 0.200000, 10.000000, 0.530000, 15, 0, 388.000000, 308.000000
10000, 0.200000, 10.000000, 0.530000, 16, 1, 359.000000, 352.000000
10000, 0.200000, 10.000000, 0.530000, 17, 1, 361.000000, 317.000000
10000, 0.200000, 10.000000, 0.530000, 18, 1, 307.000000, 276.000000
10000, 0.200000, 10.000000, 0.530000, 19, 0, 279.000000, 263.000000
10000, 0.200000, 10.000000, 0.530000, 20, 1, 386.000000, 360.000000
10000, 0.200000, 10.000000, 0.530000, 21, 1, 251.000000, 233.000000
10000, 0.200000, 10.000000, 0.530000, 22, 1, 475.000000, 217.000000
10000, 0.200000, 10.000000, 0.530000, 23, 0, 354.000000, 237.000000
10000, 0.200000, 10.000000, 0.530000, 24, 1, 333.000000, 331.000000
10000, 0.200000, 10.000000, 0.530000, 25, 0, 310.000000, 218.000000
10000, 0.200000, 10.000000, 0.530000, 26, 1, 285.000000, 248.000000
10000, 0.200000, 10.000000, 0.530000, 27, 0, 291.000000, 226.000000
10000, 0.200000, 10.000000, 0.530000, 28, 1, 370.000000, 343.000000
10000, 0.200000, 10.000000, 0.530000, 29, 0, 252.000000, 250.000000
10000, 0.200000, 10.000000, 0.530000, 30, 1, 350.000000, 262.000000
10000, 0.200000, 10.000000, 0.530000, 31, 1, 342.000000, 157.000000
10000, 0.200000, 10.000000, 0.530000, 32, 1, 262.000000, 238.000000
10000, 0.200000, 10.000000, 0.530000, 33, 1, 317.000000, 289.000000
10000, 0.200000, 10.000000, 0.530000, 34, 1, 464.000000, 390.000000
10000, 0.200000, 10.000000, 0.530000, 35, 1, 371.000000, 297.000000
10000, 0.200000, 10.000000, 0.530000, 36, 1, 326.000000, 275.000000
10000, 0.200000, 10.000000, 0.530000, 37, 2, 589.000000, 281.000000
10000, 0.200000, 10.000000, 0.530000, 38, 1, 350.000000, 263.000000
10000, 0.200000, 10.000000, 0.530000, 39, 1, 319.000000, 285.000000
10000, 0.200000, 10.000000, 0.530000, 40, 1, 337.000000, 278.000000
10000, 0.200000, 10.000000, 0.530000, 41, 0, 336.000000, 312.000000
10000, 0.200000, 10.000000, 0.530000, 42, 1, 302.000000, 294.000000
10000, 0.200000, 10.000000, 0.530000, 43, 1, 431.000000, 259.000000
10000, 0.200000, 10.000000, 0.530000, 44, 1, 313.000000, 235.000000
10000, 0.200000, 10.000000, 0.530000, 45, 1, 303.000000, 180.000000
10000, 0.200000, 10.000000, 0.530000, 46, 1, 408.000000, 307.000000
10000, 0.200000, 10.000000, 0.530000, 47, 1, 323.000000, 307.000000
10000, 0.200000, 10.000000, 0.530000, 48, 0, 205.000000, 151.000000
10000, 0.200000, 10.000000, 0.530000, 49, 1, 521.000000, 330.000000
10000, 0.200000, 10.000000, 0.530000, 50, 1, 314.000000, 253.000000
10000, 0.200000, 10.000000, 0.530000, 51, 1, 265.000000, 192.000000
10000, 0.200000, 10.000000, 0.530000, 52, 1, 334.000000, 206.000000
10000, 0.200000, 10.000000, 0.530000, 53, 1, 297.000000, 290.000000
10000, 0.200000, 10.000000, 0.530000, 54, 1, 489.000000, 353.000000
10000, 0.200000, 10.000000, 0.530000, 55, 1, 313.000000, 215.000000
10000, 0.200000, 10.000000, 0.530000, 56, 1, 347.000000, 261.000000
