m, m,4.000000, 12.000000, 32.000000, 52.000000, 80.000000, 112.000000, 156.000000, 208.000000, 256.000000, 316.000000, 384.000000, 448.000000, 540.000000, 616.000000, 716.000000, 812.000000, 912.000000, 1020.000000, 1124.000000, 1264.000000, 1396.000000, 1528.000000, 1664.000000, 1804.000000, 1976.000000, 2088.000000, 2180.000000, 2264.000000, 2324.000000, 2380.000000, 2416.000000, 2460.000000, 2476.000000, 2496.000000, 2500.000000, 
0, 4,3.000000,6.000000,14.000000,19.000000,30.000000,45.000000,60.000000,82.000000,109.000000,135.000000,163.000000,183.000000,219.000000,255.000000,305.000000,358.000000,421.000000,491.000000,548.000000,611.000000,668.000000,720.000000,788.000000,854.000000,926.000000,974.000000,1026.000000,1061.000000,1084.000000,1106.000000,1119.000000,1137.000000,1142.000000,1146.000000,1146.000000,
0, 4,3.000000,6.000000,14.000000,19.000000,30.000000,45.000000,59.000000,81.000000,107.000000,132.000000,160.000000,180.000000,215.000000,250.000000,300.000000,351.000000,412.000000,482.000000,539.000000,602.000000,659.000000,711.000000,778.000000,844.000000,915.000000,962.000000,1013.000000,1048.000000,1071.000000,1093.000000,1106.000000,1124.000000,1129.000000,1133.000000,1133.000000,
1, 4,2.000000,6.000000,20.000000,27.000000,39.000000,56.000000,78.000000,102.000000,120.000000,144.000000,173.000000,199.000000,239.000000,280.000000,332.000000,393.000000,455.000000,517.000000,571.000000,637.000000,704.000000,768.000000,826.000000,895.000000,996.000000,1062.000000,1113.000000,1161.000000,1190.000000,1215.000000,1229.000000,1243.000000,1248.000000,1259.000000,1260.000000,
1, 4,2.000000,6.000000,19.000000,25.000000,37.000000,54.000000,76.000000,100.000000,118.000000,141.000000,170.000000,195.000000,235.000000,276.000000,328.000000,389.000000,451.000000,511.000000,564.000000,629.000000,696.000000,759.000000,816.000000,884.000000,985.000000,1051.000000,1102.000000,1149.000000,1178.000000,1203.000000,1217.000000,1230.000000,1235.000000,1246.000000,1247.000000,
2, 3,2.000000,7.000000,20.000000,28.000000,45.000000,63.000000,91.000000,126.000000,148.000000,173.000000,207.000000,239.000000,287.000000,324.000000,389.000000,442.000000,487.000000,538.000000,578.000000,640.000000,696.000000,752.000000,811.000000,868.000000,930.000000,973.000000,1009.000000,1041.000000,1072.000000,1100.000000,1115.000000,1131.000000,1138.000000,1145.000000,1146.000000,
2, 3,2.000000,7.000000,20.000000,27.000000,44.000000,62.000000,90.000000,125.000000,147.000000,172.000000,206.000000,237.000000,284.000000,321.000000,385.000000,438.000000,483.000000,532.000000,572.000000,633.000000,688.000000,743.000000,800.000000,857.000000,919.000000,962.000000,998.000000,1030.000000,1060.000000,1088.000000,1102.000000,1118.000000,1125.000000,1132.000000,1133.000000,
3, 8,0.000000,2.000000,9.000000,22.000000,38.000000,57.000000,76.000000,100.000000,119.000000,153.000000,183.000000,210.000000,252.000000,296.000000,347.000000,393.000000,446.000000,501.000000,557.000000,630.000000,691.000000,744.000000,814.000000,873.000000,972.000000,1033.000000,1076.000000,1120.000000,1146.000000,1167.000000,1179.000000,1203.000000,1211.000000,1218.000000,1219.000000,
3, 8,0.000000,2.000000,9.000000,22.000000,38.000000,57.000000,76.000000,100.000000,119.000000,152.000000,180.000000,206.000000,248.000000,292.000000,343.000000,389.000000,442.000000,497.000000,551.000000,623.000000,682.000000,734.000000,804.000000,863.000000,962.000000,1022.000000,1064.000000,1108.000000,1134.000000,1155.000000,1167.000000,1191.000000,1199.000000,1205.000000,1206.000000,
4, 6,0.000000,2.000000,9.000000,20.000000,33.000000,48.000000,64.000000,84.000000,108.000000,134.000000,166.000000,195.000000,239.000000,267.000000,313.000000,355.000000,394.000000,437.000000,480.000000,542.000000,609.000000,675.000000,743.000000,811.000000,880.000000,930.000000,968.000000,1000.000000,1017.000000,1033.000000,1043.000000,1052.000000,1056.000000,1060.000000,1060.000000,
4, 6,0.000000,2.000000,9.000000,20.000000,32.000000,47.000000,63.000000,83.000000,107.000000,133.000000,164.000000,193.000000,237.000000,264.000000,309.000000,349.000000,388.000000,431.000000,473.000000,534.000000,601.000000,667.000000,734.000000,801.000000,870.000000,919.000000,957.000000,988.000000,1005.000000,1020.000000,1030.000000,1039.000000,1043.000000,1047.000000,1047.000000,
5, 5,1.000000,3.000000,9.000000,17.000000,29.000000,39.000000,48.000000,63.000000,85.000000,117.000000,150.000000,180.000000,217.000000,245.000000,284.000000,314.000000,356.000000,400.000000,437.000000,496.000000,556.000000,618.000000,672.000000,742.000000,826.000000,878.000000,918.000000,954.000000,978.000000,1013.000000,1029.000000,1050.000000,1055.000000,1062.000000,1064.000000,
5, 5,1.000000,3.000000,9.000000,17.000000,29.000000,39.000000,47.000000,62.000000,83.000000,115.000000,148.000000,178.000000,213.000000,241.000000,280.000000,310.000000,352.000000,396.000000,433.000000,492.000000,551.000000,611.000000,664.000000,734.000000,814.000000,866.000000,906.000000,942.000000,966.000000,1001.000000,1017.000000,1037.000000,1042.000000,1049.000000,1051.000000,
6, 4,2.000000,7.000000,20.000000,27.000000,39.000000,57.000000,78.000000,106.000000,127.000000,159.000000,193.000000,231.000000,268.000000,300.000000,350.000000,391.000000,428.000000,477.000000,524.000000,591.000000,648.000000,694.000000,753.000000,811.000000,895.000000,947.000000,988.000000,1034.000000,1070.000000,1102.000000,1116.000000,1137.000000,1144.000000,1152.000000,1153.000000,
6, 4,2.000000,7.000000,20.000000,26.000000,38.000000,56.000000,77.000000,105.000000,126.000000,158.000000,192.000000,229.000000,265.000000,297.000000,347.000000,387.000000,424.000000,472.000000,518.000000,585.000000,642.000000,688.000000,747.000000,802.000000,884.000000,935.000000,975.000000,1021.000000,1057.000000,1089.000000,1103.000000,1124.000000,1131.000000,1139.000000,1140.000000,
7, 4,2.000000,4.000000,12.000000,24.000000,39.000000,53.000000,65.000000,84.000000,104.000000,128.000000,161.000000,196.000000,243.000000,292.000000,357.000000,404.000000,451.000000,494.000000,540.000000,620.000000,689.000000,754.000000,819.000000,891.000000,984.000000,1045.000000,1092.000000,1133.000000,1165.000000,1193.000000,1212.000000,1231.000000,1236.000000,1243.000000,1244.000000,
7, 4,2.000000,4.000000,12.000000,24.000000,39.000000,53.000000,65.000000,83.000000,103.000000,127.000000,160.000000,194.000000,241.000000,289.000000,352.000000,398.000000,444.000000,487.000000,533.000000,612.000000,681.000000,745.000000,810.000000,882.000000,974.000000,1033.000000,1080.000000,1121.000000,1153.000000,1181.000000,1200.000000,1218.000000,1223.000000,1230.000000,1231.000000,
