0, 0,Mr,3.880404,11.482828,26.305455,44.393535,72.437980,99.800404,129.846465,168.706263,212.732929,261.391515,305.891717,352.095354,413.288081,469.944242,532.350707,588.063838,651.520808,715.173333,783.444848,853.249293,914.673131,987.562828,1053.927273,1119.689697,1194.929293,1263.761616,1332.694949,1397.255758,1463.300202,1531.749495,1593.102222,1660.001616,1721.136162,1783.172525,1844.720808,1895.751919,1952.893737,2001.940202,2056.414545,2103.747879,2145.204040,2187.979798,2226.704646,2264.902626,2298.399192,2325.751919,2352.940606,2375.461010,2396.137374,2412.538990,2425.221818,2435.218586,2442.725657,2450.046869,2455.492525,2460.133333,2463.502222,2466.333737,2468.605253,2470.140606,2471.583030,2472.350707,2473.034343,2473.466667,2473.660606,2473.886869,2473.943434,2473.991919,2473.998384,2474.000000,
0, 1,Mr,3.202256,9.041096,19.961322,33.008864,52.823529,71.990330,92.826753,119.379533,149.115230,181.848509,211.537470,242.128928,282.248187,318.770346,358.517325,393.228042,432.067687,470.435133,510.589847,550.689766,584.955681,624.742949,660.080580,694.172442,732.407736,766.143433,799.166801,829.421434,859.753425,890.497985,917.128122,945.592264,970.725222,995.656728,1019.690572,1038.299758,1058.873489,1075.726027,1094.470588,1110.525383,1123.727639,1137.521354,1149.677679,1162.314263,1173.553586,1182.957293,1192.712329,1200.754230,1208.607575,1214.581789,1219.522965,1223.464948,1226.491539,1229.674456,1231.969380,1234.025786,1235.484287,1236.752619,1237.766317,1238.398066,1239.029815,1239.339243,1239.616438,1239.784045,1239.861402,1239.951652,1239.974214,1239.995165,1239.998388,1240.000000,
0, 2,Mr,3.008403,8.373109,18.376471,30.131092,48.060504,65.089076,83.586555,106.843697,132.299160,159.936134,184.376471,209.045378,240.843697,269.058824,299.324370,325.324370,353.848739,381.075630,408.564706,434.453782,455.515966,478.752941,497.798319,514.665546,531.754622,545.240336,556.678992,565.731092,573.119328,579.273950,583.778151,587.384874,589.805042,591.522689,592.779832,593.452101,593.842017,593.959664,593.996639,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,594.000000,
0, 3,Mr,2.996429,8.292857,18.046429,29.521429,47.092857,63.750000,81.814286,104.467857,129.150000,155.835714,179.264286,202.853571,233.128571,259.875000,288.403571,312.910714,339.757143,365.232143,390.950000,415.060714,434.482143,455.800000,473.242857,488.550000,503.967857,516.039286,526.085714,533.971429,540.346429,545.653571,549.639286,552.785714,554.967857,556.542857,557.750000,558.432143,558.832143,558.957143,558.996429,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,559.000000,
0, 4,Mr,2.991379,8.323276,18.258621,29.931034,47.560345,63.875000,81.125000,102.568966,125.702586,150.379310,171.771552,193.068966,220.129310,243.504310,268.206897,289.120690,311.741379,332.655172,353.318966,372.375000,387.607759,403.870690,416.862069,427.883621,438.448276,446.219828,452.245690,456.452586,459.314655,461.267241,462.323276,462.870690,462.982759,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,463.000000,
0, 5,Mr,2.987013,8.290043,18.164502,29.774892,47.294372,63.493506,80.610390,101.913420,124.839827,149.311688,170.489177,191.580087,218.389610,241.567100,266.129870,286.956710,309.480519,330.272727,350.896104,369.982684,385.281385,401.614719,414.662338,425.731602,436.341991,444.147186,450.199134,454.424242,457.298701,459.259740,460.320346,460.870130,460.982684,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,461.000000,
0, 6,Mr,2.980477,8.268980,18.117137,29.683297,47.136659,63.310195,80.394794,101.626898,124.451193,148.832972,169.913232,190.911063,217.592191,240.663774,265.097614,285.826464,308.299349,329.071584,349.704989,368.798265,384.117137,400.485900,413.561822,424.655098,435.288503,443.110629,449.175705,453.409978,456.290672,458.255965,459.318872,459.869848,459.982646,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,460.000000,
1, 0,Mr,3.880404,11.481212,26.292525,44.362020,72.375758,99.709091,129.713131,168.508283,212.456566,261.022222,305.436768,351.558788,412.665859,469.250101,531.582222,587.253333,650.681212,714.321616,782.619798,852.472727,913.973333,986.969697,1053.442424,1119.305051,1194.626263,1263.502222,1332.451717,1396.984242,1462.942222,1531.281616,1592.488081,1659.247677,1720.239192,1782.160808,1843.612929,1894.580202,1951.693737,2000.733737,2055.191111,2102.546263,2144.068687,2186.882424,2225.696162,2263.983838,2297.574949,2325.001212,2352.274747,2374.928485,2395.695354,2412.176970,2424.909899,2434.962424,2442.508283,2449.872323,2455.360808,2460.042828,2463.443232,2466.298990,2468.585859,2470.126869,2471.577374,2472.345859,2473.031919,2473.466667,2473.660606,2473.886869,2473.943434,2473.991919,2473.998384,2474.000000,
1, 1,Mr,3.394794,9.767896,21.909978,36.690889,59.571584,81.723427,106.002169,137.571584,173.420824,213.055315,249.234273,286.788503,336.708243,382.877440,433.739696,478.969631,530.295011,581.738612,636.776573,692.922993,742.168113,800.330803,853.028200,904.801518,963.672451,1016.943601,1070.056399,1119.167028,1168.809111,1219.621475,1264.348156,1312.739696,1356.225597,1399.952278,1442.878525,1478.013015,1516.878525,1549.874187,1586.467462,1617.968547,1645.033623,1672.452278,1696.906725,1720.432755,1740.966377,1757.458785,1773.466377,1786.560738,1798.631236,1808.255965,1815.590022,1821.301518,1825.501085,1829.491323,1832.443601,1834.960954,1836.777657,1838.340564,1839.618221,1840.458785,1841.334056,1841.774403,1842.233189,1842.522777,1842.675705,1842.878525,1842.937093,1842.990239,1842.997831,1843.000000,
1, 2,Mr,3.216974,9.213771,20.523619,34.150520,55.135308,75.231385,97.087270,125.191353,156.874299,191.399520,222.789432,255.215372,297.582066,336.464371,378.674139,415.750200,457.492394,498.776621,542.333066,585.830264,623.208967,666.525220,705.215372,742.768615,784.827862,822.121697,858.538030,891.436349,924.027222,956.432346,984.227382,1013.763010,1039.642914,1065.096878,1089.248999,1108.233787,1128.867894,1145.500400,1163.373899,1178.108887,1189.405925,1200.541233,1209.274620,1217.181745,1223.165733,1227.466773,1231.806245,1234.976781,1238.035228,1240.325060,1242.160128,1243.650921,1244.726982,1245.716573,1246.381105,1246.944756,1247.311449,1247.609287,1247.809448,1247.907126,1247.974380,1247.993595,1248.000000,1248.000000,1248.000000,1248.000000,1248.000000,1248.000000,1248.000000,1248.000000,
