m, m,1.000000, 3.920000,1.468146, 11.601600,1.972317, 22.888000,2.487610, 37.624000,3.007082, 55.656000,3.527884, 76.832000,4.048597, 101.001600,4.568416, 128.016000,5.086829, 157.728000,5.603480, 189.992000,6.118104, 224.664000,6.630484, 261.601600,7.140439, 300.664000,7.647803, 341.712000,8.152425, 384.608000,8.654157, 429.216000,9.152857, 475.401600,9.648381, 523.032000,10.140584, 571.976000,10.629318, 622.104000,11.114431, 673.288000,11.595765, 725.401600,12.073157, 778.320000,12.546436, 831.920000,13.015424, 886.080000,13.479933, 940.680000,13.939767, 995.601600,14.394719, 1050.728000,14.844571, 1105.944000,15.289093, 1161.136000,15.728042, 1216.192000,16.161160, 1271.001600,16.588176, 1325.456000,17.008801, 1379.448000,17.422727, 1432.872000,17.829630, 1485.624000,18.229163, 1537.601600,18.620958, 1588.704000,19.004620, 1638.832000,19.379730, 1687.888000,19.745841, 1735.776000,20.102472, 1782.401600,20.449109, 1827.672000,20.785204, 1871.496000,21.110163, 1913.784000,21.423353, 1954.448000,21.724089, 1993.401600,22.011635, 2030.560000,22.285194, 2065.840000,22.543907, 2099.160000,22.787903, 2130.520000,23.018208, 2159.998400,23.235717, 2187.672000,23.441208, 2213.616000,23.635365, 2237.904000,23.818792, 2260.608000,23.992026, 2281.798400,24.155550, 2301.544000,24.309797, 2319.912000,24.455163, 2336.968000,24.592011, 2352.776000,24.720675, 2367.398400,24.841470, 2380.896000,24.954690, 2393.328000,25.060617, 2404.752000,25.159517, 2415.224000,25.251652, 2424.798400,25.337274, 2433.528000,25.416632, 2441.464000,25.489969, 2448.656000,25.557529, 2455.152000,25.619552, 2460.998400,25.676281, 2466.240000,25.727957, 2470.920000,25.774823, 2475.080000,25.817123, 2478.760000,25.855101, 2481.998400,25.889005, 2484.832000,25.919081, 2487.296000,25.945578, 2489.424000,25.968744, 2491.248000,25.988826, 2492.798400,26.006070, 2494.104000,26.020722, 2495.192000,26.033023, 2496.088000,26.043209, 2496.816000,26.051513, 2497.398400,26.058160, 2497.856000,26.063369, 2498.208000,26.067348, 2498.472000,26.070294, 2498.664000,26.072393, 2498.798400,26.073817, 2498.888000,26.074723, 2498.944000,26.075249, 2498.976000,26.075517, 2498.992000,26.075626, 2498.998400,26.075654, 2499.000000,
0, 0,1.000000, 1.622000,1.461647, 4.632000,1.967593, 9.110000,2.478636, 14.936000,2.993295, 21.964000,3.516549, 30.258000,4.038107, 39.714000,4.556603, 50.226000,5.080541, 61.898000,5.600578, 74.532000,6.116130, 88.138000,6.629503, 102.618000,7.140865, 117.998000,7.654182, 134.260000,8.158148, 151.054000,8.656990, 168.428000,9.159999, 186.724000,9.651125, 205.370000,10.142628, 224.572000,10.627267, 244.106000,11.111744, 264.152000,11.590522, 284.478000,12.066354, 305.164000,12.538855, 326.092000,13.006807, 347.218000,13.469927, 368.538000,13.934145, 390.182000,14.393719, 411.932000,14.847539, 433.658000,15.295234, 455.360000,15.739646, 477.104000,16.178458, 498.836000,16.604176, 520.058000,17.028923, 541.310000,17.447157, 562.412000,17.862649, 583.486000,18.272325, 604.358000,18.673907, 624.952000,19.064263, 644.972000,19.444126, 664.530000,19.817503, 683.800000,20.178438, 702.414000,20.534133, 720.760000,20.877164, 738.400000,21.210605, 755.560000,21.529828, 771.938000,21.839473, 787.810000,22.131429, 802.770000,22.413987, 817.224000,22.682380, 830.960000,22.935373, 843.886000,23.171705, 855.920000,23.392246, 867.124000,23.604062, 877.792000,23.805850, 887.886000,23.998556, 897.422000,24.179484, 906.278000,24.349297, 914.494000,24.508721, 922.112000,24.661262, 929.292000,24.801465, 935.784000,24.934608, 941.858000,25.061806, 947.562000,25.182166, 952.868000,25.292732, 957.660000,25.395234, 962.024000,25.489509, 965.964000,25.580219, 969.680000,25.665949, 973.124000,25.744326, 976.216000,25.815074, 978.952000,25.881408, 981.468000,25.942192, 983.730000,25.999743, 985.828000,26.050663, 987.648000,26.097661, 989.294000,26.139795, 990.740000,26.178700, 992.050000,26.214206, 993.222000,26.245778, 994.244000,26.273870, 995.136000,26.297447, 995.870000,26.318210, 996.504000,26.336033, 997.038000,26.351276, 997.486000,26.363548, 997.840000,26.374011, 998.136000,26.382222, 998.364000,26.388753, 998.542000,26.394582, 998.698000,26.398997, 998.814000,26.401787, 998.886000,26.403759, 998.936000,26.404963, 998.966000,26.405698, 998.984000,26.406030, 998.992000,26.406283, 998.998000,26.406369, 999.000000,
0, 0,1.000000, 0.034967,1.706572, -0.018137,2.490236, -0.003294,3.288163, -0.004783,4.091750, -0.017832,4.897915, -0.012290,5.705425, -0.012944,6.514222, -0.018194,7.323499, -0.009202,8.131943, -0.012444,8.940342, -0.010214,9.749136, -0.011334,10.557417, -0.006896,11.364985, -0.000443,12.172773, -0.012141,12.980148, -0.017241,13.786119, -0.000066,14.591447, -0.011284,15.397070, -0.008796,16.203523, -0.015344,17.009446, -0.010309,17.814438, -0.014220,18.618532, -0.011903,19.421278, -0.012923,20.223424, -0.013928,21.025300, -0.013127,21.826769, -0.004562,22.625763, -0.004139,23.422696, -0.007528,24.216958, -0.008842,25.008638, -0.005234,25.799427, -0.002424,26.587009, -0.020638,27.369585, -0.011866,28.145923, -0.009054,28.917244, 0.001407,29.683623, 0.005550,30.442994, 0.008166,31.195527, -0.001875,31.942324, -0.004824,32.679791, 0.003437,33.406550, -0.005173,34.124555, 0.008842,34.831131, 0.001158,35.523038, 0.008439,36.198188, -0.000122,36.853249, 0.010543,37.481844, -0.002560,38.072513, 0.014145,38.621733, 0.019778,39.154388, 0.018983,39.694984, 0.008379,40.240678, -0.001177,40.793843, 0.012798,41.353907, 0.022115,41.921213, 0.031097,42.494653, 0.024147,43.072899, 0.018546,43.656888, 0.014057,44.245802, 0.028535,44.839980, 0.003152,45.439703, 0.014430,46.044392, 0.031689,46.654355, 0.041291,47.268662, 0.022272,47.886958, 0.013470,48.509175, -0.001116,49.136313, 0.030962,49.766079, 0.048977,50.400431, 0.037027,51.036986, 0.013483,51.676959, 0.033010,52.321037, 0.033632,52.968699, 0.069099,53.621719, 0.037155,54.277437, 0.054587,54.933934, 0.047522,55.591925, 0.078722,56.254661, 0.101918,56.919509, 0.105582,57.587570, 0.118916,58.257095, 0.081958,58.928705, 0.107617,59.603674, 0.118090,60.280554, 0.139369,60.961367, 0.104869,61.645978, 0.143740,62.332645, 0.104651,63.021616, 0.109726,63.712489, 0.287129,64.405849, 0.306306,65.100005, 0.153846,65.794549, 0.190476,66.492332, 0.153846,67.190932, 0.216216,67.890434, 0.111111,68.593003, 0.666667,69.296465, 0.666667,
1, 0,1.000000, 1.518000,1.476581, 4.702000,1.971724, 9.186000,2.478441, 15.010000,3.005718, 22.304000,3.529358, 30.812000,4.052462, 40.542000,4.572602, 51.426000,5.089967, 63.372000,5.606084, 76.322000,6.124547, 90.444000,6.629897, 105.132000,7.135186, 120.724000,7.639196, 137.112000,8.146359, 154.382000,8.646462, 172.212000,9.140200, 190.492000,9.638526, 209.620000,10.124731, 228.866000,10.610391, 248.734000,11.098609, 269.292000,11.580054, 290.054000,12.052229, 310.936000,12.525868, 332.248000,12.994263, 353.724000,13.460184, 375.438000,13.921755, 397.328000,14.378530, 419.286000,14.829930, 441.270000,15.274813, 463.172000,15.718910, 485.280000,16.153509, 507.160000,16.580927, 528.766000,17.002519, 550.278000,17.416758, 571.506000,17.827384, 592.680000,18.236288, 613.856000,18.624579, 634.006000,19.010271, 654.044000,19.389092, 673.696000,19.751780, 692.606000,20.116541, 711.576000,20.467488, 729.884000,20.806134, 747.554000,21.130295, 764.434000,21.442401, 780.656000,21.744477, 796.378000,22.027724, 811.052000,22.303143, 825.276000,22.560442, 838.574000,22.806301, 851.218000,23.033755, 862.948000,23.254676, 874.216000,23.459038, 884.578000,23.649811, 894.164000,23.832409, 903.228000,24.005592, 911.728000,24.170350, 919.712000,24.322180, 926.974000,24.466067, 933.748000,24.602683, 940.078000,24.733998, 946.068000,24.853375, 951.414000,24.966813, 956.408000,25.072244, 960.972000,25.169476, 965.098000,25.263188, 969.002000,25.348920, 972.506000,25.428896, 975.708000,25.503703, 978.644000,25.571568, 981.256000,25.634778, 983.640000,25.692106, 985.760000,25.742004, 987.568000,25.790368, 989.286000,25.832257, 990.744000,25.869398, 992.010000,25.904109, 993.170000,25.935291, 994.192000,25.963326, 995.092000,25.985824, 995.800000,26.005391, 996.404000,26.022494, 996.922000,26.037507, 997.368000,26.049869, 997.728000,26.060714, 998.038000,26.068916, 998.268000,26.077051, 998.492000,26.083118, 998.656000,26.086659, 998.750000,26.089882, 998.834000,26.091912, 998.886000,26.094058, 998.940000,26.095352, 998.972000,26.095928, 998.986000,26.096430, 998.998000,26.096515, 999.000000,26.096515, 999.000000,
1, 0,1.000000, -0.033367,1.706726, 0.034304,2.490464, -0.009017,3.287687, -0.014552,4.091124, 0.007793,4.897150, -0.000188,5.703741, 0.001194,6.510592, 0.002284,7.317992, 0.000838,8.126157, -0.000278,8.934157, 0.015358,9.742344, -0.007541,10.551298, -0.003095,11.360602, -0.002508,12.169353, 0.006457,12.977094, -0.000022,13.784947, -0.009257,14.592913, 0.005742,15.400569, -0.014804,16.207010, -0.006501,17.012591, 0.007192,17.817093, -0.000597,18.620318, -0.009806,19.423217, -0.002098,20.225419, -0.004930,21.026262, -0.002114,21.826305, -0.000274,22.624416, -0.001492,23.419547, -0.002251,24.212327, -0.005973,25.002553, 0.005512,25.789978, -0.000676,26.573990, -0.007132,27.355373, -0.003299,28.132295, -0.006570,28.904285, 0.003070,29.670378, 0.017764,30.432010, -0.015517,31.188585, -0.002509,31.935931, -0.000651,32.672976, -0.014940,33.400029, 0.014808,34.113631, 0.008772,34.810672, 0.005989,35.490113, -0.003683,36.154367, -0.004028,36.799756, 0.007795,37.419295, -0.013844,38.007320, 0.006824,38.559064, -0.003567,39.092383, 0.006912,39.634036, -0.006101,40.182244, 0.017114,40.736637, -0.002234,41.298671, -0.013827,41.866382, -0.001938,42.438526, 0.003400,43.017051, 0.011555,43.601105, -0.010950,44.191163, -0.006978,44.786083, 0.000759,45.386175, 0.023372,45.991758, -0.010367,46.602855, 0.003617,47.217584, -0.001750,47.839238, -0.015556,48.464810, 0.017515,49.093738, 0.001601,49.725681, 0.006412,50.363361, 0.017748,51.005685, 0.002610,51.653180, 0.015851,52.302523, 0.008755,52.953700, -0.036042,53.608417, 0.030470,54.264941, -0.009780,54.923751, -0.021941,55.585461, 0.026185,56.250401, 0.039886,56.917735, 0.059821,57.587573, -0.030137,58.258129, -0.029563,58.932953, -0.015957,59.609574, 0.017336,60.290487, -0.007718,60.971544, 0.047297,61.653357, -0.025424,62.337923, 0.209503,63.024497, 0.129477,63.713589, -0.148551,64.405091, 0.029412,65.099383, -0.115646,65.794531, 0.323529,66.491736, 0.212121,67.191077, -0.102564,67.890779, 0.578947,68.593003, -0.285714,69.296465, -1.000000,
2, 1,1.000000, 1.590410,1.470062, 4.739261,1.975054, 9.370629,2.489214, 15.396603,3.008422, 22.803197,3.523257, 31.388611,4.043436, 41.282717,4.562490, 52.265734,5.085276, 64.525475,5.604082, 77.790210,6.121372, 92.087912,6.629236, 107.164835,7.136471, 123.146853,7.640142, 139.942058,8.140222, 157.370629,8.633702, 175.346653,9.124328, 193.850150,9.616077, 213.094905,10.108234, 232.971029,10.594698, 253.190809,11.069170, 273.448551,11.545684, 294.233766,12.018401, 315.300699,12.490104, 336.715285,12.956295, 358.313686,13.422377, 380.271728,13.887990, 402.533467,14.343040, 424.589411,14.790851, 446.631369,15.235288, 468.675325,15.679034, 490.883117,16.109482, 512.653347,16.541680, 534.673327,16.966827, 556.423576,17.382620, 577.886114,17.795202, 599.228771,18.201640, 620.365634,18.599330, 641.156843,18.985578, 661.398601,19.367026, 681.368631,19.734428, 700.675325,20.093169, 719.558442,20.439598, 737.838162,20.772786, 755.452547,21.096206, 772.491508,21.410384, 789.034965,21.707594, 804.669331,21.989322, 819.428571,22.257677, 833.526474,22.508670, 846.665335,22.745308, 859.030969,22.970095, 870.685315,23.181533, 881.586414,23.382265, 891.840160,23.572867, 901.474525,23.749009, 910.287712,23.915197, 918.507493,24.072889, 926.213786,24.220966, 933.328671,24.359913, 939.904096,24.490703, 945.990010,24.614641, 951.656344,24.729938, 956.837163,24.838839, 961.648352,24.940892, 966.067932,25.035749, 970.101898,25.123000, 973.742258,25.204802, 977.084915,25.279427, 980.075924,25.347624, 982.757243,25.412924, 985.268731,25.472945, 987.530470,25.524946, 989.450549,25.572524, 991.170829,25.613625, 992.627373,25.650397, 993.904096,25.683789, 995.038961,25.711849, 995.974026,25.736327, 996.773227,25.756939, 997.432567,25.774842, 997.994006,25.789462, 998.443556,25.801529, 998.807193,25.812147, 999.120879,25.820485, 999.362637,25.826878, 999.544456,25.831748, 999.680320,25.835543, 999.784216,25.837773, 999.844156,25.840347, 999.912088,25.841734, 999.948052,25.842519, 999.968032,25.843078, 999.982018,25.843322, 999.988012,25.843570, 999.994006,25.843738, 999.998002,25.843823, 1000.000000,25.843823, 1000.000000,
2, 1,1.000000, 0.009912,1.706918, 0.017202,2.489885, 0.016632,3.287501, 0.011681,4.090432, 0.014824,4.895939, 0.001004,5.703379, 0.009850,6.511366, 0.001990,7.319333, 0.016495,8.126868, 0.012915,8.933962, 0.016704,9.740848, 0.007600,10.547756, 0.011341,11.354793, 0.012906,12.162095, 0.007362,12.969577, 0.000758,13.777877, -0.003817,14.585679, 0.005725,15.392672, 0.011961,16.199865, 0.005879,17.006602, -0.012665,17.812364, -0.004825,18.617020, -0.006633,19.420551, -0.002953,20.223128, -0.004664,21.024846, 0.003695,21.825074, 0.011290,22.623392, -0.002048,23.420022, -0.004626,24.214517, -0.004536,25.006482, 0.004968,25.796528, -0.010858,26.582351, 0.006784,27.364546, 0.002741,28.143671, -0.000571,28.917708, 0.005913,29.685812, 0.010444,30.446835, 0.010381,31.199022, 0.002484,31.941048, 0.010793,32.670186, 0.001759,33.387362, 0.007314,34.092213, 0.005596,34.785512, 0.002344,35.464581, 0.006103,36.124173, 0.017057,36.764602, 0.004495,37.379935, -0.005147,37.964036, 0.001613,38.515251, -0.011134,39.053492, -0.010781,39.597894, -0.007364,40.147549, -0.009963,40.703472, -0.005919,41.266051, -0.001289,41.833328, -0.021931,42.405796, -0.021781,42.984698, -0.014591,43.569813, -0.020582,44.161670, -0.023954,44.756897, -0.023692,45.357325, -0.015236,45.962231, -0.022413,46.572325, -0.012401,47.187501, -0.011103,47.807650, -0.013990,48.433801, -0.026434,49.064757, -0.019404,49.700379, -0.034161,50.340761, -0.043343,50.983447, -0.005115,51.630379, -0.001528,52.281588, -0.050969,52.935793, -0.042161,53.593508, -0.083012,54.254669, -0.085966,54.918001, -0.067949,55.583224, -0.109462,56.249438, -0.109625,56.915800, -0.132447,57.585269, -0.122752,58.257613, -0.159405,58.930948, -0.177293,59.607500, -0.135374,60.287715, -0.182144,60.970115, -0.228276,61.654981, -0.261608,62.340575, -0.255759,63.028152, -0.428053,63.716504, -0.101428,64.406303, -0.313663,65.099733, -0.438763,65.793499, -0.375624,66.489343, -0.583750,67.190027, -0.375624,67.892449, -0.231538,68.593003, -0.000999,69.296465, -1.000000,
3, 0,1.000000, 1.554000,1.462640, 4.538000,1.971870, 8.988000,2.495031, 14.936000,3.021399, 22.288000,3.539139, 30.802000,4.058878, 40.464000,4.578351, 51.324000,5.101575, 63.404000,5.625618, 76.676000,6.134576, 90.584000,6.643058, 105.382000,7.153241, 121.148000,7.662020, 137.794000,8.169110, 155.250000,8.667258, 173.226000,9.161583, 191.778000,9.656407, 211.012000,10.149217, 230.866000,10.634560, 251.088000,11.116457, 271.622000,11.591948, 292.406000,12.069504, 313.750000,12.543483, 335.408000,13.012703, 357.324000,13.472361, 379.146000,13.928908, 401.090000,14.383452, 423.224000,14.831438, 445.388000,15.269479, 467.364000,15.704523, 489.302000,16.141322, 511.514000,16.568844, 533.402000,16.987673, 555.008000,17.402026, 576.498000,17.804710, 597.470000,18.202933, 618.350000,18.592223, 638.780000,18.976301, 658.852000,19.346848, 678.372000,19.709158, 697.424000,20.062622, 716.002000,20.403232, 733.838000,20.739830, 751.426000,21.066451, 768.484000,21.370828, 784.354000,21.669997, 799.906000,21.952421, 814.552000,22.223879, 828.578000,22.480713, 841.854000,22.721109, 854.242000,22.947173, 865.826000,23.158955, 876.614000,23.360793, 886.804000,23.552047, 896.382000,23.732724, 905.312000,23.902342, 913.602000,24.063292, 921.362000,24.213305, 928.500000,24.358596, 935.302000,24.492901, 941.496000,24.617248, 947.136000,24.734062, 952.352000,24.845844, 957.242000,24.951821, 961.798000,25.049054, 965.908000,25.138414, 969.610000,25.223054, 973.048000,25.302340, 976.206000,25.376112, 979.090000,25.442876, 981.648000,25.502553, 983.888000,25.557639, 985.914000,25.608711, 987.756000,25.656229, 989.436000,25.697781, 990.876000,25.733912, 992.102000,25.767702, 993.226000,25.798729, 994.238000,25.825377, 995.090000,25.848353, 995.810000,25.868520, 996.430000,25.885432, 996.940000,25.900992, 997.400000,25.914157, 997.782000,25.924412, 998.074000,25.932144, 998.290000,25.939510, 998.492000,25.945527, 998.654000,25.949916, 998.770000,25.952996, 998.850000,25.955270, 998.908000,25.957185, 998.956000,25.958240, 998.982000,25.958652, 998.992000,25.958904, 998.998000,25.958989, 999.000000,25.958989, 999.000000,
3, 0,1.000000, -0.009434,1.707107, -0.030161,2.490689, -0.016966,3.287509, 0.005817,4.090307, 0.016087,4.895818, 0.001930,5.702503, -0.003424,6.510741, 0.002363,7.320228, 0.013389,8.130281, 0.024517,8.939645, -0.001608,9.748495, -0.003314,10.557134, 0.003744,11.364730, 0.008311,12.171702, 0.011919,12.978185, 0.002342,13.784646, -0.000733,14.589999, 0.004974,15.395410, 0.009991,16.200970, 0.004510,17.006532, -0.001109,17.810434, -0.006957,18.612766, 0.004650,19.413830, 0.006899,20.214189, 0.008578,21.013891, -0.003835,21.812097, -0.004247,22.608153, 0.000488,23.400814, 0.000433,24.191127, -0.007407,24.980299, -0.006593,25.768094, 0.010169,26.552046, 0.001941,27.331655, -0.002125,28.107390, 0.003305,28.878315, -0.008003,29.642150, 0.003248,30.399861, -0.000685,31.151349, 0.001857,31.894785, -0.003492,32.630259, -0.002618,33.358573, -0.000323,34.079106, -0.011177,34.785967, 0.007608,35.474719, 0.013018,36.144776, -0.019378,36.793367, 0.003640,37.415751, -0.008449,38.008918, 0.000799,38.563251, 0.003750,39.099799, -0.004660,39.641331, -0.009474,40.188934, -0.016806,40.742711, -0.008523,41.305409, -0.003993,41.873892, -0.005701,42.448365, -0.010834,43.027530, -0.006148,43.612058, -0.017238,44.201548, 0.008481,44.796469, -0.009023,45.396844, -0.025031,46.001898, -0.023660,46.614200, -0.007792,47.229393, 0.005118,47.849445, -0.011544,48.474435, -0.027836,49.104233, -0.010818,49.736822, -0.000759,50.373222, 0.006561,51.013797, -0.011439,51.658361, -0.038627,52.305147, -0.029136,52.955033, -0.010954,53.608237, 0.014493,54.264054, -0.017735,54.924385, -0.052843,55.587011, -0.010912,56.253324, 0.022222,56.921139, -0.005138,57.590783, -0.019608,58.261429, -0.009585,58.935680, -0.034091,59.611767, 0.045455,60.291472, 0.049451,60.971048, -0.013514,61.654926, -0.089376,62.340029, 0.074468,63.028184, 0.109589,63.718532, 0.046931,64.409810, -0.019608,65.104745, -0.006849,65.798927, 0.250000,66.493273, 0.101695,67.190591, -0.242424,67.890004, -0.210526,68.593003, -0.444444,69.296465, -1.000000,
4, 0,1.000000, 1.582000,1.466143, 4.708000,1.965727, 9.130000,2.479998, 14.884000,3.003142, 22.006000,3.515000, 30.174000,4.044043, 39.770000,4.561576, 50.284000,5.079614, 61.910000,5.598437, 74.562000,6.118624, 88.278000,6.636655, 102.982000,7.145456, 118.290000,7.647523, 134.284000,8.153734, 151.142000,8.653804, 168.608000,9.158272, 186.922000,9.653068, 205.594000,10.151214, 225.054000,10.643386, 244.930000,11.125981, 265.006000,11.610124, 285.688000,12.087896, 306.536000,12.562973, 327.776000,13.034466, 349.272000,13.504892, 371.088000,13.965413, 392.804000,14.422482, 414.734000,14.875517, 436.758000,15.321546, 458.704000,15.756948, 480.386000,16.189073, 502.110000,16.615968, 523.672000,17.034201, 544.958000,17.448783, 566.070000,17.857437, 587.034000,18.257727, 607.658000,18.650613, 627.924000,19.034794, 647.824000,19.410549, 667.260000,19.780818, 686.454000,20.141671, 705.088000,20.495431, 723.386000,20.832229, 740.774000,21.161788, 757.760000,21.482306, 774.244000,21.786717, 789.874000,22.080680, 804.944000,22.363702, 819.402000,22.629309, 832.962000,22.881167, 845.814000,23.116632, 857.806000,23.339303, 869.072000,23.550570, 879.688000,23.747811, 889.516000,23.936181, 898.810000,24.116993, 907.630000,24.284118, 915.682000,24.442729, 923.230000,24.591714, 930.208000,24.733428, 936.742000,24.865761, 942.764000,24.988113, 948.236000,25.103620, 953.312000,25.214474, 958.098000,25.317361, 962.460000,25.413080, 966.446000,25.503407, 970.136000,25.585349, 973.424000,25.661647, 976.424000,25.732194, 979.144000,25.798149, 981.638000,25.859236, 983.902000,25.914934, 985.926000,25.966018, 987.746000,26.014681, 989.446000,26.057587, 990.916000,26.096725, 992.230000,26.130151, 993.330000,26.159276, 994.270000,26.187020, 995.148000,26.211116, 995.896000,26.231941, 996.530000,26.249212, 997.046000,26.263553, 997.466000,26.275866, 997.820000,26.286785, 998.128000,26.295454, 998.368000,26.302517, 998.560000,26.307688, 998.698000,26.311503, 998.798000,26.314376, 998.872000,26.316511, 998.926000,26.318200, 998.968000,26.318691, 998.980000,26.319191, 998.992000,26.319444, 998.998000,26.319530, 999.000000,
