0, 0,Cr,-0.008739,0.011312,-0.020765,-0.013614,0.004119,-0.013772,-0.004223,0.004914,0.006043,-0.009210,0.009780,-0.002304,0.004226,-0.004317,0.001129,0.001099,-0.004901,0.006238,-0.001327,-0.002355,0.000786,0.002428,0.002412,0.004259,-0.008454,0.000507,0.007057,-0.007945,0.006489,-0.004945,-0.002742,-0.005002,-0.005756,-0.005019,0.010210,0.003537,0.006476,0.002087,0.008694,-0.006633,-0.005185,0.000838,0.004273,-0.003911,-0.006973,0.011588,-0.020483,0.012856,0.007557,0.001502,-0.018926,-0.018026,-0.012602,-0.019330,-0.053227,-0.014671,0.008509,-0.045223,-0.036288,-0.017495,-0.051543,-0.025341,-0.080778,0.037806,-0.045541,0.141127,0.200369,0.113360,0.754386,-1.000000,
1, 0,Cr,-0.021828,-0.005382,-0.015316,-0.001170,-0.004934,0.010330,-0.013776,-0.016329,-0.012681,-0.005330,-0.004086,-0.005370,-0.007718,-0.012314,-0.004114,-0.019995,-0.000328,0.000979,-0.009580,0.002068,0.004303,-0.001561,0.007335,0.007314,-0.003501,-0.004211,0.007350,0.002851,-0.001923,-0.014465,-0.000917,-0.005938,-0.012060,-0.005053,-0.010430,0.003821,0.007609,-0.009827,0.009180,0.012538,0.005731,0.004221,0.031152,0.009311,0.007780,0.002299,0.003104,0.010254,0.014029,0.040041,0.020633,-0.009751,0.010710,0.024834,0.047100,-0.002212,-0.003924,0.022340,0.059665,0.042278,0.005915,-0.018852,0.047832,0.040100,-0.071207,0.057331,0.292705,-0.084668,-1.000000,-nan,
1, 1,Cr,-0.022494,-0.004632,-0.015979,-0.001249,-0.005600,0.010442,-0.012722,-0.016608,-0.012978,-0.005006,-0.004284,-0.005163,-0.007418,-0.012311,-0.004323,-0.020094,-0.000888,0.001156,-0.009267,0.002219,0.003821,-0.001406,0.007509,0.007101,-0.003514,-0.003940,0.007388,0.003110,-0.001894,-0.014070,-0.001323,-0.005559,-0.011626,-0.004956,-0.010512,0.003245,0.007476,-0.010381,0.008964,0.012459,0.005854,0.005554,0.032186,0.009073,0.008668,0.002158,0.002485,0.009985,0.013292,0.038887,0.020161,-0.010894,0.009647,0.023757,0.045999,-0.003261,-0.004971,0.021265,0.058550,0.041182,0.004857,-0.019884,0.046731,0.039007,-0.072184,0.056219,0.291346,-0.085631,-1.000000,-nan,
2, 0,Cr,0.009431,-0.000921,-0.001821,-0.002150,-0.004469,-0.018374,-0.004994,-0.000446,0.010869,-0.014693,0.000887,-0.007799,-0.018804,-0.018278,-0.009967,-0.010309,-0.007001,0.001229,-0.000090,-0.001058,-0.010046,0.003808,-0.005207,0.004390,-0.004173,0.000221,-0.005239,-0.008726,-0.008916,-0.011493,-0.009832,-0.001358,-0.010322,-0.003444,-0.009889,-0.004095,0.006395,0.006013,-0.007811,0.018390,0.029585,0.000478,-0.004391,0.032753,0.023798,0.033153,0.020847,0.028665,0.003196,0.006939,0.032344,-0.001532,0.037239,0.049173,-0.003662,0.049458,0.043275,-0.007227,0.057101,0.090654,0.091517,0.091618,0.161720,0.045583,0.232349,0.057130,0.033835,0.196172,-0.248120,0.754386,
3, 0,Cr,0.036853,-0.000330,0.032929,0.007339,0.005300,0.015819,0.012996,0.004041,-0.003515,0.024854,0.008614,0.012502,0.011026,0.015001,0.018799,0.007081,0.014675,0.009087,0.005400,0.014514,0.004340,0.012315,0.006068,0.007872,0.004911,-0.010952,0.007156,-0.005806,0.007341,0.004557,0.009252,0.005037,0.005542,0.005092,-0.004991,0.002496,-0.006123,-0.019096,-0.018042,-0.026276,-0.014897,-0.023556,-0.008439,-0.028673,-0.033335,-0.031872,-0.031326,-0.049540,-0.040851,-0.043126,-0.037903,-0.050327,-0.066001,-0.081202,-0.086992,-0.060150,-0.145253,-0.118225,-0.121472,-0.028585,-0.034813,-0.056151,-0.006136,-0.063103,-0.003426,-0.164578,-0.064327,-0.055331,-1.000000,-nan,
4, 0,Cr,-0.002399,0.019953,0.014349,0.006562,0.017052,-0.014765,0.006368,0.005222,0.014735,0.004301,0.016859,0.018824,0.008438,0.000246,0.014231,0.011200,0.002486,0.004277,0.003570,-0.001323,0.008467,0.006488,0.005415,0.007897,0.010184,0.003607,0.015570,0.006778,0.011656,0.006172,-0.000390,-0.004205,-0.003387,-0.003022,0.007881,-0.012315,-0.018884,-0.006387,-0.009566,-0.020382,-0.016530,-0.013239,-0.027428,-0.029103,-0.023378,-0.029034,-0.023187,-0.033393,-0.017443,-0.018964,-0.039135,-0.015118,-0.042721,-0.057854,-0.003326,-0.079324,-0.096700,-0.039646,-0.088868,-0.090659,-0.125637,-0.007700,-0.034034,-0.136955,-0.048827,0.030928,-0.232456,-0.681021,-1.000000,-nan,
4, 1,Cr,-0.005561,0.018411,0.012981,0.005265,0.015601,-0.016510,0.005371,0.003953,0.012876,0.003140,0.015919,0.017671,0.006779,-0.000742,0.013087,0.009870,0.001295,0.003132,0.002986,-0.002528,0.007453,0.005775,0.004335,0.006375,0.008748,0.002158,0.014571,0.006257,0.011072,0.005993,-0.000575,-0.004343,-0.003721,-0.003163,0.006988,-0.012472,-0.018325,-0.006244,-0.008536,-0.018873,-0.015173,-0.011703,-0.025548,-0.025881,-0.021385,-0.025700,-0.020500,-0.025909,-0.012693,-0.013109,-0.031259,-0.010258,-0.032625,-0.044101,0.013891,-0.065200,-0.079266,-0.028596,-0.055231,-0.050596,-0.093339,0.012635,0.004454,-0.098520,0.010019,0.002674,-0.003912,0.117468,0.750700,-1.000000,
5, 0,Cr,-0.015626,-0.001877,-0.007626,0.017566,-0.003916,-0.003466,-0.001506,0.006802,0.001134,0.016533,0.007551,-0.002421,0.006076,-0.000779,-0.007105,0.013299,-0.004130,-0.001971,0.005372,0.008077,-0.000104,-0.005339,0.006523,-0.010267,-0.000852,0.006338,0.009899,0.002774,0.002206,0.004438,0.009224,-0.013943,0.011842,-0.006052,-0.012475,0.012870,-0.007499,-0.006350,0.008027,-0.004074,0.003203,0.002066,0.000599,-0.016973,-0.015243,-0.012853,-0.013824,-0.019321,-0.001250,-0.034524,-0.014230,-0.037941,-0.015996,-0.008039,-0.028022,-0.027617,-0.030160,-0.029204,-0.055981,-0.082184,-0.069295,-0.100845,-0.105086,-0.165252,-0.243421,-0.155643,-0.298246,-0.269006,0.315789,-1.000000,
6, 0,Cr,0.017902,-0.033180,0.009110,0.010579,0.017179,0.016988,-0.002108,0.011742,0.000837,-0.002350,-0.000004,0.011057,0.007498,-0.000433,0.015134,0.016894,0.005601,0.004330,0.018309,0.017108,0.017367,0.012146,0.015744,0.020291,0.004825,-0.000118,0.013656,-0.004009,-0.000410,-0.009828,0.000274,-0.007220,-0.009075,-0.001648,0.001458,-0.013557,-0.009550,-0.011511,-0.009292,-0.013860,-0.029812,-0.010258,-0.029540,-0.022500,-0.011588,-0.008230,-0.027541,-0.048375,-0.024354,-0.038859,-0.044668,-0.045783,-0.064703,-0.061816,-0.025929,-0.058815,-0.062655,-0.056470,-0.035256,-0.038318,0.071194,0.073071,0.046144,0.010631,0.016746,-0.150219,-0.521531,-0.473684,-1.000000,-nan,
6, 1,Cr,0.017150,-0.032379,0.009496,0.009565,0.016461,0.017867,-0.002188,0.011393,0.000999,-0.002382,0.000759,0.010507,0.007212,-0.000952,0.014609,0.016797,0.005790,0.004825,0.017832,0.016668,0.018346,0.011960,0.015807,0.020287,0.005213,0.000210,0.014069,-0.003826,-0.000060,-0.009448,0.000761,-0.007500,-0.009192,-0.002181,0.001085,-0.013554,-0.009635,-0.011826,-0.009449,-0.012926,-0.029317,-0.010392,-0.029870,-0.021336,-0.011259,-0.008521,-0.027464,-0.048503,-0.025015,-0.039903,-0.045919,-0.046890,-0.065686,-0.062802,-0.026954,-0.059804,-0.063641,-0.057462,-0.036271,-0.039329,0.070067,0.071943,0.045044,0.009569,0.015677,-0.151113,-0.522034,-0.474238,-1.000000,-nan,
