0, 0,Cr,-0.492386,-0.741602,1.254642,0.413043,0.181376,0.059322,0.155327,-0.310345,-0.049676,0.006971,0.591956,0.209677,-0.246307,0.289491,0.468048,-0.077608,0.350606,-0.046581,0.052632,0.083210,-0.010741,-0.209770,-0.019868,0.141925,-0.127153,-0.201915,-0.009106,-0.069767,-0.042368,0.133144,0.020072,0.114551,-0.316547,-0.359203,0.143068,-0.355136,-0.180999,-0.182692,-0.133449,0.056338,-0.235294,-0.258414,-0.374609,-0.099099,-0.271137,-0.180328,-0.176578,-0.463519,-0.277108,-0.092284,-0.600000,0.715686,-0.022801,-0.658703,-0.130435,-1.000000,-0.342105,-0.218750,-0.099099,1.702703,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-nan,-nan,
0, 1,Cr,1.902062,1.277297,0.849140,0.669396,0.648008,0.537139,0.318924,0.268608,0.207989,0.181673,0.185933,0.216061,0.198541,0.205836,0.252811,0.185591,0.207983,0.187766,0.157709,0.177028,0.115425,0.050932,-0.033673,-0.008918,-0.050078,-0.111506,-0.158985,-0.162993,-0.150129,-0.135844,-0.208586,-0.193806,-0.181932,-0.252028,-0.274041,-0.273212,-0.218574,-0.249657,-0.296340,-0.348759,-0.314027,-0.358240,-0.414289,-0.398000,-0.408010,-0.353777,-0.383985,-0.484812,-0.442816,-0.535940,-0.514116,-0.519039,-0.481209,-0.447238,-0.432649,-0.544554,-0.539540,-0.573706,-0.531695,-0.526747,-0.630400,-0.245055,-0.521815,-0.125339,-1.000000,-0.705588,-1.000000,-1.000000,-nan,-nan,
0, 2,Cr,0.788744,0.493886,0.351506,0.292723,0.281629,0.247443,0.213667,0.173173,0.146201,0.136405,0.148704,0.138396,0.131053,0.127223,0.130212,0.116706,0.127943,0.106944,0.100137,0.117498,0.105353,0.077588,0.085044,0.096337,0.060606,0.036240,-0.005445,0.000800,-0.037591,-0.045745,-0.084686,-0.099344,-0.122259,-0.146684,-0.175185,-0.183947,-0.192143,-0.189541,-0.244909,-0.268796,-0.278794,-0.276915,-0.278833,-0.293904,-0.277391,-0.267917,-0.291584,-0.379117,-0.366394,-0.428095,-0.465118,-0.474412,-0.456760,-0.476079,-0.349849,-0.457071,-0.350692,-0.456099,-0.402676,-0.276357,-0.341225,-0.091570,-0.253068,0.154057,-0.057924,-0.098612,-0.119098,-0.740449,-1.000000,-1.000000,
0, 3,Cr,0.347034,0.159342,0.088443,0.067765,0.044955,0.043146,0.028391,0.036036,0.018900,0.023129,0.036249,0.044751,0.035351,0.044712,0.047574,0.046972,0.051806,0.038483,0.036875,0.027177,0.027451,0.015757,0.026834,0.038872,0.023725,0.019707,0.025556,0.023316,0.014980,0.017257,0.006652,-0.008823,-0.009696,-0.014334,-0.025230,-0.035420,-0.048389,-0.050423,-0.051503,-0.064489,-0.073219,-0.098917,-0.095503,-0.101877,-0.111783,-0.121134,-0.104080,-0.100998,-0.096150,-0.116361,-0.126621,-0.139291,-0.168572,-0.199740,-0.210316,-0.248014,-0.245264,-0.267642,-0.296075,-0.307395,-0.360419,-0.229615,-0.391806,-0.132396,-0.242121,-0.226210,-0.304686,-0.348577,-1.000000,-1.000000,
0, 4,Cr,0.342293,0.156826,0.086667,0.066131,0.042863,0.041273,0.025861,0.034132,0.016227,0.021138,0.034158,0.042175,0.033444,0.042852,0.045801,0.045664,0.049973,0.036919,0.035047,0.025584,0.026036,0.014361,0.025491,0.038219,0.022655,0.018784,0.025192,0.022918,0.014385,0.016351,0.005545,-0.008803,-0.009586,-0.013220,-0.023928,-0.034266,-0.048876,-0.050877,-0.051247,-0.062790,-0.070691,-0.097815,-0.093178,-0.098391,-0.106808,-0.114719,-0.096903,-0.092314,-0.089070,-0.101785,-0.112918,-0.124579,-0.152188,-0.181181,-0.182567,-0.219951,-0.209826,-0.238821,-0.265564,-0.285723,-0.338286,-0.237654,-0.354765,-0.121358,-0.224084,-0.160091,-0.015184,-0.162011,0.034554,0.551831,
0, 5,Cr,0.341662,0.156375,0.085665,0.066048,0.042958,0.039378,0.024935,0.032631,0.015538,0.019577,0.032579,0.040971,0.032345,0.041637,0.045281,0.044715,0.048967,0.036114,0.034248,0.024820,0.025454,0.013488,0.025182,0.037736,0.021978,0.018471,0.024863,0.022603,0.013602,0.015107,0.005268,-0.008520,-0.008819,-0.011958,-0.023657,-0.034788,-0.048179,-0.050729,-0.050272,-0.061453,-0.070111,-0.096165,-0.091883,-0.096051,-0.104642,-0.110837,-0.091842,-0.088963,-0.083464,-0.096510,-0.108239,-0.119146,-0.145394,-0.171031,-0.172819,-0.207127,-0.194999,-0.235018,-0.260456,-0.282895,-0.340573,-0.237742,-0.336166,-0.122991,-0.225527,-0.161653,-0.017015,-0.163569,0.032631,0.548947,
1, 0,Cr,0.538462,-0.472296,-0.183673,0.323043,-0.144080,0.107829,0.009421,0.042753,0.248844,-0.242105,-0.208197,0.081568,-0.070568,-0.226234,-0.231797,-0.037750,0.361868,-0.183807,-0.271181,0.277860,-0.027824,-0.268430,-0.290999,-0.036669,0.000270,-0.320933,-0.028269,-0.155458,0.037218,-0.148061,0.040312,0.035197,-0.324976,0.349231,-0.133782,-0.194476,0.225741,0.204819,0.094391,0.321415,-0.044724,0.067920,0.169864,0.004304,-0.029650,0.162040,-0.148100,0.124498,0.330008,0.378579,0.404494,-0.119718,0.395349,-0.043062,-0.373041,-0.633700,0.020408,-0.397590,-1.000000,0.219512,1.439024,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-nan,-nan,
1, 1,Cr,1.497918,1.002411,0.640759,0.444777,0.254306,0.180696,0.170332,0.130206,0.108911,0.022726,-0.064166,-0.076426,-0.107017,-0.085049,-0.087784,-0.044306,-0.047325,-0.038622,-0.059130,-0.053983,-0.016535,-0.060006,-0.041894,-0.056350,-0.043525,-0.104774,-0.092819,-0.075970,-0.019521,-0.053459,-0.102816,-0.096061,-0.051242,-0.008717,-0.030582,0.050550,0.088940,0.109059,0.151922,0.115107,0.061992,0.136272,0.070283,0.036027,0.080211,0.007303,0.025310,-0.093806,-0.146791,-0.145288,0.003680,-0.149371,-0.229307,-0.175173,-0.128116,-0.306983,-0.149069,-0.235539,-0.605656,-0.399677,-0.456844,-0.684741,-0.260446,-0.049656,-1.000000,-1.000000,-1.000000,-1.000000,-nan,-nan,
1, 2,Cr,0.917701,0.629826,0.441997,0.349408,0.285099,0.209315,0.168502,0.130909,0.075650,0.012907,0.001992,-0.029068,-0.034290,-0.038170,-0.027427,-0.040445,-0.032860,-0.040613,-0.056147,-0.035773,-0.026543,-0.006962,-0.016812,-0.013841,-0.018833,-0.056888,-0.022341,-0.031280,-0.008973,-0.046052,-0.065104,-0.083040,-0.074449,-0.087326,-0.087185,-0.057853,-0.024490,0.034822,0.033877,0.029753,0.024690,0.025705,0.070964,0.058281,0.072950,0.040808,0.027401,0.033407,0.036111,0.047195,0.038622,0.000299,-0.094756,-0.138681,-0.067522,-0.149939,-0.139703,-0.173188,-0.207620,-0.350188,-0.302366,-0.392254,-0.197115,-0.325782,-0.319481,-0.605336,-1.000000,-1.000000,-1.000000,-nan,
1, 3,Cr,0.651365,0.435669,0.275295,0.219062,0.181798,0.142468,0.100292,0.060150,0.014832,-0.016637,-0.008556,-0.028169,-0.024062,-0.025359,-0.021736,-0.030465,-0.036555,-0.028355,-0.026243,-0.008595,-0.015073,0.007276,0.000391,0.003617,0.005790,-0.011473,-0.008525,-0.011989,-0.000776,-0.035109,-0.060955,-0.078425,-0.061181,-0.062672,-0.067072,-0.054011,-0.042734,-0.016252,-0.012957,-0.020892,-0.029351,-0.017882,0.025376,0.026934,0.034014,0.048771,0.082185,0.153961,0.151781,0.158200,0.129385,0.085427,-0.011539,-0.060224,-0.003650,-0.027241,-0.040874,-0.097472,-0.133735,-0.224813,-0.163559,-0.166392,0.018445,0.071608,0.267617,0.419166,0.269312,0.776422,0.761494,-1.000000,
